Accession	Virus	Author	Publication_Title	Journal	Database
MZ516097	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516086	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516087	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516092	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516088	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516093	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516110	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516117	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516100	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516108	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516103	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516111	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516112	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516118	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516134	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516120	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516129	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516132	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516005	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515998	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515999	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516137	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516130	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516002	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516000	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516007	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516004	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516019	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516008	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516010	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516011	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516012	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516014	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516026	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516015	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516017	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516024	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516027	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516023	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516028	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516029	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516033	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516038	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516039	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516031	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516040	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516043	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516044	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515555	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516047	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516052	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515559	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515567	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515568	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515566	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515569	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515564	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515571	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515570	RSV-A	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
