strain	strain_name	date	segment	country	host
AB099571.1	Influenza C virus (C/Hiroshima/246/2000) NP gene for nucleocapsid protein (NP), partial cds	2000-XX-XX	NP		AB099571.1
AB099572.1	Influenza C virus (C/Hiroshima/247/2000) NP gene for nucleocapsid protein (NP), partial cds	2000-XX-XX	NP		AB099572.1
AB099573.1	Influenza C virus (C/Hiroshima/248/2000) NP gene for nucleocapsid protein (NP), partial cds	2000-XX-XX	NP		AB099573.1
AB099574.1	Influenza C virus (C/Hiroshima/250/2000) NP gene for nucleocapsid protein (NP), partial cds	2000-XX-XX	NP		AB099574.1
AB099575.1	Influenza C virus (C/Hiroshima/251/2000) NP gene for nucleocapsid protein (NP), partial cds	2000-XX-XX	NP		AB099575.1
AB099576.1	Influenza C virus (C/NewJersey/76) NP gene for nucleocapsid protein (NP), partial cds	1976-XX-XX	NP		AB099576.1
AB099577.1	Influenza C virus (C/Kansas/1/79) NP gene for nucleocapsid protein (NP), partial cds	1979-XX-XX	NP		AB099577.1
AB099578.1	Influenza C virus (C/Greece/79) NP gene for nucleocapsid protein (NP), partial cds	1979-XX-XX	NP	Greece	AB099578.1
AB126195.1	Influenza C virus (C/Ann Arbor/1/50) NP gene for nucleoprotein, complete cds	1950-XX-XX	NP		AB126195.1
AB086744.1	Influenza C virus (C/Sapporo/71) NP gene for nucleocapsid protein, partial cds	1971-XX-XX	NP		AB086744.1
AB086745.1	Influenza C virus (C/Aomori/74) NP gene for nucleocapsid protein, partial cds	1974-XX-XX	NP		AB086745.1
AB086746.1	Influenza C virus (C/Kyoto/1/79) NP gene for nucleocapsid protein, partial cds	1979-XX-XX	NP		AB086746.1
AB086747.1	Influenza C virus (C/Shizuoka/79) NP gene for nucleocapsid protein, partial cds	1979-XX-XX	NP		AB086747.1
AB086748.1	Influenza C virus (C/Yamagata/1/86) NP gene for nucleocapsid protein, partial cds	1986-XX-XX	NP		AB086748.1
AB086749.1	Influenza C virus (C/Miyagi/1/90) NP gene for nucleocapsid protein, partial cds	1990-XX-XX	NP		AB086749.1
AB086750.1	Influenza C virus (C/Miyagi/5/91) NP gene for nucleocapsid protein, partial cds	1991-XX-XX	NP		AB086750.1
AB086751.1	Influenza C virus (C/Miyagi/7/91) NP gene for nucleocapsid protein, partial cds	1991-XX-XX	NP		AB086751.1
AB086752.1	Influenza C virus (C/Miyagi/5/93) NP gene for nucleocapsid protein, partial cds	1993-XX-XX	NP		AB086752.1
AB086753.1	Influenza C virus (C/Miyagi/2/96) NP gene for nucleocapsid protein, partial cds	1996-XX-XX	NP		AB086753.1
AB086754.1	Influenza C virus (C/Miyagi/6/96) NP gene for nucleocapsid protein, partial cds	1996-XX-XX	NP		AB086754.1
AB086755.1	Influenza C virus (C/Miyagi/9/96) NP gene for nucleocapsid protein, partial cds	1996-XX-XX	NP		AB086755.1
AB086756.1	Influenza C virus (C/Miyagi/1/97) NP gene for nucleocapsid protein, partial cds	1997-XX-XX	NP		AB086756.1
AB086757.1	Influenza C virus (C/Miyagi/2/98) NP gene for nucleocapsid protein, partial cds	1998-XX-XX	NP		AB086757.1
AB086758.1	Influenza C virus (C/Miyagi/4/98) NP gene for nucleocapsid protein, partial cds	1998-XX-XX	NP		AB086758.1
AB086759.1	Influenza C virus (C/Miyagi/1/99) NP gene for nucleocapsid protein, partial cds	1999-XX-XX	NP		AB086759.1
AB086760.1	Influenza C virus (C/Miyagi/3/99) NP gene for nucleocapsid protein, partial cds	1999-XX-XX	NP		AB086760.1
AB064467.1	Influenza C virus (C/Kanagawa/1/76) gene for NP, partial cds	1976-XX-XX	NP		AB064467.1
AB064468.1	Influenza C virus (C/Miyagi/77) gene for NP, partial cds	1977-XX-XX	NP		AB064468.1
AB064469.1	Influenza C virus (C/Yamagata/3/96) gene for NP, partial cds	1996-XX-XX	NP		AB064469.1
AB064470.1	Influenza C virus (C/Yamagata/8/96) gene for NP, partial cds	1996-XX-XX	NP		AB064470.1
AB064471.1	Influenza C virus (C/Yamagata/9/96) gene for NP, partial cds	1996-XX-XX	NP		AB064471.1
AB064472.1	Influenza C virus (C/Yamagata/20/96) gene for NP, partial cds	1996-XX-XX	NP		AB064472.1
AB064473.1	Influenza C virus (C/Yamagata/2/98) gene for NP, partial cds	1998-XX-XX	NP		AB064473.1
AB064474.1	Influenza C virus (C/Yamagata/6/98) gene for NP, partial cds	1998-XX-XX	NP		AB064474.1
AB064475.1	Influenza C virus (C/Yamagata/13/98) gene for NP, partial cds	1998-XX-XX	NP		AB064475.1
AB064476.1	Influenza C virus (C/Miyagi/1/93) gene for NP, partial cds	1993-XX-XX	NP		AB064476.1
AB064477.1	Influenza C virus (C/Miyagi/2/93) gene for NP, partial cds	1993-XX-XX	NP		AB064477.1
AB064478.1	Influenza C virus (C/Miyagi/3/93) gene for NP, partial cds	1993-XX-XX	NP		AB064478.1
AB064479.1	Influenza C virus (C/Miyagi/4/93) gene for NP, partial cds	1993-XX-XX	NP		AB064479.1
AB064480.1	Influenza C virus (C/Miyagi/6/93) gene for NP, partial cds	1993-XX-XX	NP		AB064480.1
AB064481.1	Influenza C virus (C/Miyagi/7/93) gene for NP, partial cds	1993-XX-XX	NP		AB064481.1
AB064482.1	Influenza C virus (C/Miyagi/1/94) gene for NP, partial cds	1994-XX-XX	NP		AB064482.1
AB064483.1	Influenza C virus (C/Miyagi/2/94) gene for NP, partial cds	1994-XX-XX	NP		AB064483.1
AB064484.1	Influenza C virus (C/Miyagi/3/94) gene for NP, partial cds	1994-XX-XX	NP		AB064484.1
AB064485.1	Influenza C virus (C/Miyagi/4/96) gene for NP, partial cds	1996-XX-XX	NP		AB064485.1
AB064486.1	Influenza C virus (C/Miyagi/7/96) gene for NP, partial cds	1996-XX-XX	NP		AB064486.1
AB064487.1	Influenza C virus (C/Miyagi/8/96) gene for NP, partial cds	1996-XX-XX	NP		AB064487.1
AF170573.2	Influenza C virus (C/Johannesburg/1/66) segment 5 nucleoprotein (NP) gene, complete cds	1966-XX-XX	NP	South Africa	AF170573.2
AB035376.1	Influenza C virus gene for NP, partial cds, strain:C/Sao Paulo/378/82	1982-XX-XX	NP		AB035376.1
AB035377.1	Influenza C virus gene for NP, partial cds, strain:C/Yamagata/1/93	1993-XX-XX	NP		AB035377.1
D78421.1	Influenza C virus (C/Aichi/1/81) NP gene, partial cds, isolate: C/Aichi/1/81	1981-XX-XX	NP		Homo sapiens D78421.1
D78431.1	Influenza C virus (C/England/83) genomic RNA, partial cds	1983-XX-XX	NP		Homo sapiens D78431.1
D78434.1	Influenza C virus (C/Kyoto/41/82) NP gene, partial cds, isolate: Kyoto/41/82	1982-XX-XX	NP		Homo sapiens D78434.1
D78436.1	Influenza C virus (C/Mississippi/80) NP gene, partial cds, isolate: Mississippi/80	1980-XX-XX	NP		Homo sapiens D78436.1
D78438.1	Influenza C virus (C/Nara/1/85) NP gene, partial cds, isolate: Nara/1/85	1985-XX-XX	NP		Homo sapiens D78438.1
D78440.1	Influenza C virus (C/Nara/2/85) NP gene, partial cds, isolate: Nara/2/85	1985-XX-XX	NP		Homo sapiens D78440.1
D78442.1	Influenza C virus (C/Nara/82) NP gene, partial cds, isolate: Nara/82	1982-XX-XX	NP		Homo sapiens D78442.1
D78444.1	Influenza C virus (C/pig/Beijing/115/81) NP gene, partial cds, isolate: Pig/Beijing/115/81	1981-XX-XX	NP		Homo sapiens D78444.1
D78446.1	Influenza C virus (C/Yamagata/26/81) NP gene, partial cds, isolate: Yamagata/26/81	1981-XX-XX	NP		Homo sapiens D78446.1
D78448.1	Influenza C virus (C/Yamagata/5/92) NP gene, partial cds, isolate: Yamagata/5/92	1992-XX-XX	NP		Homo sapiens D78448.1
D78450.1	Influenza C virus (C/Yamagata/7/88) NP gene, partial cds, isolate: Yamagata/7/88	1988-XX-XX	NP		Homo sapiens D78450.1
D78452.1	Influenza C virus (C/Yamagata/9/88) NP gene, partial cds, isolate: Yamagata/9/88	1988-XX-XX	NP		Homo sapiens D78452.1
D30693.1	Influenza C virus (C/Nara/82) NP gene, partial cds	1982-XX-XX	NP		D30693.1
D30703.1	Influenza C virus (C/Nara/2/85) NP gene, partial cds	1985-XX-XX	NP		D30703.1
D30708.1	Influenza C virus (C/Nara/1/85) NP gene, partial cds	1985-XX-XX	NP		D30708.1
M17700.1	Influenza C/California/78 nucleoprotein RNA (seg 5), complete cds	1978-XX-XX	NP		M17700.1
