strain	strain_name	date	segment	country	host
AB099545.1	Influenza C virus (C/Hiroshima/249/2000) P3 gene for polymerase protein 3 (P3), partial cds	2000-XX-XX	P3	Japan	AB099545.1
AB099546.1	Influenza C virus (C/Hiroshima/246/2000) P3 gene for polymerase protein 3 (P3), partial cds	2000-XX-XX	P3	Japan	AB099546.1
AB099547.1	Influenza C virus (C/Hiroshima/247/2000) P3 gene for polymerase protein 3 (P3), partial cds	2000-XX-XX	P3	Japan	AB099547.1
AB099548.1	Influenza C virus (C/Hiroshima/248/2000) P3 gene for polymerase protein 3 (P3), partial cds	2000-XX-XX	P3	Japan	AB099548.1
AB099549.1	Influenza C virus (C/Hiroshima/250/2000) P3 gene for polymerase protein 3 (P3), partial cds	2000-XX-XX	P3	Japan	AB099549.1
AB099550.1	Influenza C virus (C/Hiroshima/251/2000) P3 gene for polymerase protein 3 (P3), partial cds	2000-XX-XX	P3	Japan	AB099550.1
AB099551.1	Influenza C virus (C/NewJersey/76) P3 gene for polymerase protein 3 (P3), partial cds	1976-XX-XX	P3	USA	AB099551.1
AB099552.1	Influenza C virus (C/California/78) P3 gene for polymerase protein 3 (P3), partial cds	1978-XX-XX	P3	USA	AB099552.1
AB099553.1	Influenza C virus (C/Kansas/1/79) P3 gene for polymerase protein 3 (P3), partial cds	1979-XX-XX	P3	USA	AB099553.1
AB099554.1	Influenza C virus (C/Greece/79) P3 gene for polymerase protein 3 (P3), partial cds	1979-XX-XX	P3	Greece	AB099554.1
AB126193.2	Influenza C virus (C/Ann Arbor/1/50) P3 gene for polymerase 3, complete cds	1950-XX-XX	P3	USA	AB126193.2
AB086727.1	Influenza C virus (C/Sapporo/71) P3 gene for polymerase protein, partial cds	1971-XX-XX	P3	Japan	AB086727.1
AB086728.1	Influenza C virus (C/Aomori/74) P3 gene for polymerase protein, partial cds	1974-XX-XX	P3	Japan	AB086728.1
AB086729.1	Influenza C virus (C/Kyoto/1/79) P3 gene for polymerase protein, partial cds	1979-XX-XX	P3	Japan	AB086729.1
AB086730.1	Influenza C virus (C/Shizuoka/79) P3 gene for polymerase protein, partial cds	1979-XX-XX	P3	Japan	AB086730.1
AB086731.1	Influenza C virus (C/Yamagata/1/86) P3 gene for polymerase protein, partial cds	1986-XX-XX	P3	Japan	AB086731.1
AB086732.1	Influenza C virus (C/Miyagi/1/90) P3 gene for polymerase protein, partial cds	1990-XX-XX	P3	Japan	AB086732.1
AB086733.1	Influenza C virus (C/Miyagi/5/91) P3 gene for polymerase protein, partial cds	1991-XX-XX	P3	Japan	AB086733.1
AB086734.1	Influenza C virus (C/Miyagi/7/91) P3 gene for polymerase protein, partial cds	1991-XX-XX	P3	Japan	AB086734.1
AB086735.1	Influenza C virus (C/Miyagi/5/93) P3 gene for polymerase protein, partial cds	1993-XX-XX	P3	Japan	AB086735.1
AB086736.1	Influenza C virus (C/Miyagi/2/96) P3 gene for polymerase protein, partial cds	1996-XX-XX	P3	Japan	AB086736.1
AB086737.1	Influenza C virus (C/Miyagi/6/96) P3 gene for polymerase protein, partial cds	1996-XX-XX	P3	Japan	AB086737.1
AB086738.1	Influenza C virus (C/Miyagi/9/96) P3 gene for polymerase protein, partial cds	1996-XX-XX	P3	Japan	AB086738.1
AB086739.1	Influenza C virus (C/Miyagi/1/97) P3 gene for polymerase protein, partial cds	1997-XX-XX	P3	Japan	AB086739.1
AB086740.1	Influenza C virus (C/Miyagi/2/98) P3 gene for polymerase protein, partial cds	1998-XX-XX	P3	Japan	AB086740.1
AB086741.1	Influenza C virus (C/Miyagi/4/98) P3 gene for polymerase protein, partial cds	1998-XX-XX	P3	Japan	AB086741.1
AB086742.1	Influenza C virus (C/Miyagi/1/99) P3 gene for polymerase protein, partial cds	1999-XX-XX	P3	Japan	AB086742.1
AB086743.1	Influenza C virus (C/Miyagi/3/99) P3 gene for polymerase protein, partial cds	1999-XX-XX	P3	Japan	AB086743.1
AB064446.1	Influenza C virus (C/Kanagawa/1/76) gene for P3, partial cds	1976-XX-XX	P3	Japan	AB064446.1
AB064447.1	Influenza C virus (C/Miyagi/77) gene for P3, partial cds	1977-XX-XX	P3	Japan	AB064447.1
AB064448.1	Influenza C virus (C/Yamagata/3/96) gene for P3, partial cds	1996-XX-XX	P3	Japan	AB064448.1
AB064449.1	Influenza C virus (C/Yamagata/8/96) gene for P3, partial cds	1996-XX-XX	P3	Japan	AB064449.1
AB064450.1	Influenza C virus (C/Yamagata/9/96) gene for P3, partial cds	1996-XX-XX	P3	Japan	AB064450.1
AB064451.1	Influenza C virus (C/Yamagata/20/96) gene for P3, partial cds	1996-XX-XX	P3	Japan	AB064451.1
AB064452.1	Influenza C virus (C/Yamagata/2/98) gene for P3, partial cds	1998-XX-XX	P3	Japan	AB064452.1
AB064453.1	Influenza C virus (C/Yamagata/6/98) gene for P3, partial cds	1998-XX-XX	P3	Japan	AB064453.1
AB064454.1	Influenza C virus (C/Yamagata/13/98) gene for P3, partial cds	1998-XX-XX	P3	Japan	AB064454.1
AB064455.1	Influenza C virus (C/Miyagi/1/93) gene for P3, partial cds	1993-XX-XX	P3	Japan	AB064455.1
AB064456.1	Influenza C virus (C/Miyagi/2/93) gene for P3, partial cds	1993-XX-XX	P3	Japan	AB064456.1
AB064457.1	Influenza C virus (C/Miyagi/3/93) gene for P3, partial cds	1993-XX-XX	P3	Japan	AB064457.1
AB064458.1	Influenza C virus (C/Miyagi/4/93) gene for P3, partial cds	1993-XX-XX	P3	Japan	AB064458.1
AB064459.1	Influenza C virus (C/Miyagi/6/93) gene for P3, partial cds	1993-XX-XX	P3	Japan	AB064459.1
AB064460.1	Influenza C virus (C/Miyagi/7/93) gene for P3, partial cds	1993-XX-XX	P3	Japan	AB064460.1
AB064461.1	Influenza C virus (C/Miyagi/1/94) gene for P3, partial cds	1994-XX-XX	P3	Japan	AB064461.1
AB064462.1	Influenza C virus (C/Miyagi/2/94) gene for P3, partial cds	1994-XX-XX	P3	Japan	AB064462.1
AB064463.1	Influenza C virus (C/Miyagi/3/94) gene for P3, partial cds	1994-XX-XX	P3	Japan	AB064463.1
AB064464.1	Influenza C virus (C/Miyagi/4/96) gene for P3, partial cds	1996-XX-XX	P3	Japan	AB064464.1
AB064465.1	Influenza C virus (C/Miyagi/7/96) gene for P3, partial cds	1996-XX-XX	P3	Japan	AB064465.1
AB064466.1	Influenza C virus (C/Miyagi/8/96) gene for P3, partial cds	1996-XX-XX	P3	Japan	AB064466.1
AF170574.2	Influenza C virus (C/Johannesburg/1/66) segment 3 polymerase subunit P3 (P3) gene, complete cds	1966-XX-XX	P3	South Africa	AF170574.2
AB035370.1	Influenza C virus gene for P3, partial cds, strain:C/Sao Paulo/378/82	1982-XX-XX	P3	Brazil	AB035370.1
AB035371.1	Influenza C virus gene for P3, partial cds, strain:C/Yamagata/1/93	1993-XX-XX	P3	Japan	AB035371.1
D78383.1	Influenza C virus (C/Aichi/1/81) P3 gene, partial cds, isolate: C/Aichi/1/81	1981-XX-XX	P3	Japan	Homo sapiens D78383.1
D78386.1	Influenza C virus (C/England/83) P3 gene, partial cds, isolate: C/England/83	1983-XX-XX	P3	United Kingdom	Homo sapiens D78386.1
D78389.1	Influenza C virus (C/Kyoto/41/82) P3 gene, partial cds, isolate: C/kyoto/41/82	1982-XX-XX	P3	Japan	Homo sapiens D78389.1
D78392.1	Influenza C virus (C/Mississippi/80) P3 gene, partial cds, isolate: C/Mississippi/80	1980-XX-XX	P3	USA	Homo sapiens D78392.1
D78395.1	Influenza C virus (C/Nara/1/85) P3 gene, partial cds, isolate: C/Nara/1/85	1985-XX-XX	P3	Japan	Homo sapiens D78395.1
D78398.1	Influenza C virus (C/Nara/2/85) P3 gene, partial cds, isolate: C/Nara/2/85	1985-XX-XX	P3	Japan	Homo sapiens D78398.1
D78401.1	Influenza C virus (C/Nara/82) P3 gene, partial cds, isolate: C/Nara/82	1982-XX-XX	P3	Japan	Homo sapiens D78401.1
D78407.1	Influenza C virus (C/Yamagata/26/81) P3 gene, partial cds, isolate: C/Yamagata/26/81	1981-XX-XX	P3	Japan	Homo sapiens D78407.1
D78410.1	Influenza C virus (C/Yamagata/5/92) P3 gene, partial cds, isolate: C/Yamagata/5/92	1992-XX-XX	P3	Japan	Homo sapiens D78410.1
D78413.1	Influenza C virus (C/Yamagata/7/88) P3 gene, partial cds, isolate: C/Yamagata/7/88	1988-XX-XX	P3	Japan	Homo sapiens D78413.1
D78416.1	Influenza C virus (C/Yamagata/9/88) P3 gene, partial cds, isolate: C/Yamagata/9/88	1988-XX-XX	P3	Japan	Homo sapiens D78416.1
D30695.1	Influenza C virus (C/Nara/2/85) P3 gene, partial cds	1985-XX-XX	P3	Japan	D30695.1
D30699.1	Influenza C virus (C/Nara/82) P3 gene, partial cds	1982-XX-XX	P3	Japan	D30699.1
D30706.1	Influenza C virus (C/Nara/1/85) P3 gene, partial cds	1985-XX-XX	P3	Japan	D30706.1
M28062.1	Influenza C/JJ/50 polymerase 3 (P3, segment 3) RNA, complete cds	1950-XX-XX	P3		M28062.1
