strain	strain_name	segment	date	host	country	subtype	virus_species	hpiv_subtype
KX912788	MY_U2152/13	NA	2013-03-18	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
KX467916	HPIV3s/Zagreb.HR/40/12_3002_	NA	2012-10-07	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MT063698	PREDICT_INAH0021	NA	2017-XX-XX	Human	India	NA	Human_respirovirus_3	HPIV3
ON385641	HPIV3/Gwangju/KOR/07/2019	NA	2019-05-08	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385757	HPIV3/Gwangju/KOR/07/2019	NA	2019-05-08	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY618178	C84B_12_1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
MW654273	GER/0372/14_15	NA	2014-11-05	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC486652	HPIV3s/SaitamaC.JPN/18_523	NA	2018-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
ON385642	HPIV3/Gwangju/KOR/08/2019	NA	2019-05-13	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385758	HPIV3/Gwangju/KOR/08/2019	NA	2019-05-13	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MT489396	HD10736	NA	2014-03-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385733	HPIV3/Gwangju/KOR/23/2018	NA	2018-05-15	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385693	HPIV3/Gwangju/KOR/23/2018	NA	2018-05-15	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY779601	HPIV3/Seattle/USA/4539/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY618182	Con3	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY973595	HPIV3/Seattle/USA/10F1/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY629772	HPIV3/Seattle/USA/16J1/2016-XX-XX	NA	2016-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY684752	HPIV3/Seattle/USA/9K9/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY973582	HPIV3/Seattle/USA/10L5/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MH828701	vzhpiv37	NA	2015-03-13	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
LC373351	HPIV3/Sendai_H/1360/2008-XX-XX	NA	2008-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MT063709	PREDICT_ETAH0292	NA	2018-XX-XX	Human	Ethiopia	NA	Human_respirovirus_3	HPIV3
MH678683	HPIV3/UK/14/11/2014	NA	2014-11-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
MH006636	HPIV3/VietNam/022/2009	NA	2009-05-12	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
KT796442	NSVH2015_15_97333	NA	2015-04-08	Human	Spain	NA	Human_respirovirus_3	HPIV3
MH006661	HPIV3/VietNam/082/2009	NA	2009-12-28	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
KY933403	HPIV3/Seattle/USA/4564_1/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MF973174	HPIV3/Seattle/USA/7J7/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC373356	HPIV3/Sendai_H/1438/2006-XX-XX	NA	2006-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC189374	2010-XX-XX_comE	NA	2010-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MH006656	HPIV3/VietNam/076/2009	NA	2009-12-09	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
KY674963	HPIV3/Seattle/USA/12M7/2012-XX-XX	NA	2012-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MF973177	HPIV3/Seattle/USA/7N10/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY684750	HPIV3/Seattle/USA/9I8/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KX912806	MY_U2560/13	NA	2013-06-28	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
KX467931	HPIV3s/Zagreb.HR/46/13_1663_	NA	2013-11-15	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MH006633	HPIV3/VietNam/019/2009	NA	2009-04-02	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
LC486601	HPIV3s/SaitamaC.JPN/12_142	NA	2012-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373350	HPIV3/Sendai_H/1359/2008-XX-XX	NA	2008-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MF795097	HPIV3/Seattle/USA/SC2288/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MK679531	P796	NA	2017-12-12	Human	China	NA	Human_respirovirus_3	HPIV3
KX912752	MY_U283/12	NA	2012-04-09	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
MT489401	HD32042	NA	2014-09-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX912769	MY_U864/12	NA	2012-07-16	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
MW654254	GER/0389/12_13	NA	2012-11-19	Human	Germany	NA	Human_respirovirus_3	HPIV3
KY674928	HPIV3/Seattle/USA/9S5/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW575649	WH17001d3/2017-XX-XX	NA	2017-XX-XX	Human	China	3	Human_respirovirus_3	HPIV3
MH699938	HPIV3/UK/6/01/07/2017	NA	2017-07-01	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
MN116666	AP5	NA	2011-05-25	Human	Kenya	NA	Human_respirovirus_3	HPIV3
ON385614	HPIV3/Gwangju/KOR/27/2021	NA	2021-09-07	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385812	HPIV3/Gwangju/KOR/27/2021	NA	2021-09-07	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MW654363	GER/1233/18_19	NA	2019-01-04	Human	Germany	NA	Human_respirovirus_3	HPIV3
MN116651	NY4	NA	2010-10-19	Human	Kenya	NA	Human_respirovirus_3	HPIV3
MF118141	HPIV3/Seattle/USA/5875/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KT796398	NSVH2014_24_28736	NA	2014-06-13	Human	Spain	NA	Human_respirovirus_3	HPIV3
MH006675	HPIV3/VietNam/097/2010	NA	2010-03-19	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
LC189414	2010Pt75	NA	2010-11-22	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC189390	2010Pt18_2_2	NA	2010-08-31	Human	Japan	NA	Human_respirovirus_3	HPIV3
MH006663	HPIV3/VietNam/084/2010	NA	2010-01-12	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
MT489407	HD7201	NA	2015-02-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC373430	HPIV3/Sendai_H/821/2009-XX-XX	NA	2009-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KY779612	HPIV3/Seattle/USA/4362/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY618151	C84A_1_3	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY618143	C84A_1_3	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
MT489430	HD47321	NA	2015-12-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
OM240919	PIV3_KINRESS_GB0301	NA	2016-06-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY618184	Con5	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
ON385721	HPIV3/Gwangju/KOR/11/2018	NA	2018-04-23	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385681	HPIV3/Gwangju/KOR/11/2018	NA	2018-04-23	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MH684340	HPIV3/Zagreb.HR/2018-XX-XX_300__+6	NA	2018-XX-XX	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MT489398	HD27120	NA	2014-08-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385833	HPIV3/Gwangju/KOR/49/2021-XX-XX	NA	2021-XX-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385634	HPIV3/Gwangju/KOR/49/2021-XX-XX	NA	2021-XX-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON756026	SC8125	NA	2018-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KX912813	MY_U3604/14	NA	2014-03-07	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
LC189441	2011Pt179_2_3	NA	2011-08-23	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654293	GER/5339/14_15	NA	2015-09-07	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX467922	HPIV3s/Zagreb.HR/50/12_3351_	NA	2012-12-10	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KX467894	HPIV3s/Zagreb.HR/48.12_3266_	NA	2012-11-29	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MH699946	HPIV3/UK/15/13/08/2017	NA	2017-08-13	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
ON385636	HPIV3/Gwangju/KOR/02/2019	NA	2019-04-10	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385752	HPIV3/Gwangju/KOR/02/2019	NA	2019-04-10	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385602	HPIV3/Gwangju/KOR/15/2021	NA	2021-08-28	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385800	HPIV3/Gwangju/KOR/15/2021	NA	2021-08-28	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KX574708	HPIV3/Seattle/USA/SCH2/2016-XX-XX	NA	2016-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY674925	HPIV3/Seattle/USA/9T3/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MH678690	HPIV3/UK/362/03/2015	NA	2015-03-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
MT118713	2019-XX-XX_2755	NA	2019-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC373360	HPIV3/Sendai_H/N174/2013-XX-XX	NA	2013-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373378	HPIV3/Sendai_H/N258/2014-XX-XX	NA	2014-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373443	HPIV3/Sendai_H/951/2009-XX-XX	NA	2009-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KT796396	NSVH2014_24_27588	NA	2014-06-11	Human	Spain	NA	Human_respirovirus_3	HPIV3
KY618197	E2_7	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY355159	BJ/16/2014	NA	2014-09-XX	Human	China	NA	Human_respirovirus_3	HPIV3
KX912785	MY_U2116/13	NA	2013-03-11	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
MK679538	C147	NA	2017-03-25	Human	China	NA	Human_respirovirus_3	HPIV3
KY674977	HPIV3/Seattle/USA/16D1/2016-XX-XX	NA	2016-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KT796423	NSVH2014_49_27331	NA	2014-12-07	Human	Spain	NA	Human_respirovirus_3	HPIV3
MH006641	HPIV3/VietNam/029/2009	NA	2009-11-24	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
MH678689	HPIV3/UK/122/12/2012	NA	2012-12-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
LC189395	2010Pt13	NA	2010-09-07	Human	Japan	NA	Human_respirovirus_3	HPIV3
MF973190	HPIV3/Seattle/USA/7T3/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MH678679	HPIV3/UK/129/02/2013	NA	2013-02-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
MT489403	HD39791	NA	2014-11-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC373441	HPIV3/Sendai_H/941/2014-XX-XX	NA	2014-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
ON385597	HPIV3/Gwangju/KOR/10/2021	NA	2021-09-08	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385795	HPIV3/Gwangju/KOR/10/2021	NA	2021-09-08	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY933404	HPIV3/Seattle/USA/4571/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW654294	GER/0145/15_16	NA	2015-10-13	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX912759	MY_U417/12	NA	2012-05-02	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
MW654380	GER/4648/18_19	NA	2019-07-22	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX467890	HPIV3s/Zagreb.HR/25.11_11676_	NA	2011-06-22	Human	Croatia	NA	Human_respirovirus_3	HPIV3
ON385716	HPIV3/Gwangju/KOR/06/2018	NA	2018-04-16	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385676	HPIV3/Gwangju/KOR/06/2018	NA	2018-04-16	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KX467963	HPIV3s/Zagreb.HR/44/15_1645_	NA	2015-10-28	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KX467934	HPIV3s/Zagreb.HR/49/13_1803_	NA	2013-12-05	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KY355146	BJ/05106/2015	NA	2015-04-XX	Human	China	NA	Human_respirovirus_3	HPIV3
MW654338	GER/6139/17_18	NA	2018-05-03	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385595	HPIV3/Gwangju/KOR/08/2021	NA	2021-09-14	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385793	HPIV3/Gwangju/KOR/08/2021	NA	2021-09-14	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MH828702	vzhpiv38	NA	2014-12-22	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
MN116658	KS11	NA	2011-01-19	Human	Kenya	NA	Human_respirovirus_3	HPIV3
LC373357	HPIV3/Sendai_H/N1694/1996-XX-XX	NA	1996-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
OM240901	PIV3_KINRESS_US0215	NA	2016-06-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KT796454	NSVH2015_19_63847	NA	2015-05-09	Human	Spain	NA	Human_respirovirus_3	HPIV3
MN181383	Henan/294/2018	NA	2018-06-XX	Human	China	3	Human_respirovirus_3	HPIV3
MW575646	PUMCH12726/2012-XX-XX	NA	2012-XX-XX	Human	China	3	Human_respirovirus_3	HPIV3
MW654258	GER/0882/13_14	NA	2013-12-16	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC373436	HPIV3/Sendai_H/894/2010-XX-XX	NA	2010-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
ON385736	HPIV3/Gwangju/KOR/26/2018	NA	2018-05-16	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385696	HPIV3/Gwangju/KOR/26/2018	NA	2018-05-16	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MF034896	hPIV3/USA/ACRI_123/2016	NA	2016-06-17	Human	USA	NA	Human_respirovirus_3	HPIV3
KY674931	HPIV3/Seattle/USA/9Q10/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW654260	GER/3008/13_14	NA	2014-03-24	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385667	HPIV3/Gwangju/KOR/34/2019	NA	2019-07-26	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385783	HPIV3/Gwangju/KOR/34/2019	NA	2019-07-26	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY618149	C84A_1_1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY618141	C84A_1_1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY618170	C84B_6_1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KT796402	NSVH2014_26_32584	NA	2014-06-23	Human	Spain	NA	Human_respirovirus_3	HPIV3
KY674979	HPIV3/Seattle/USA/16E1/2016-XX-XX	NA	2016-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW654313	GER/4755/16_17	NA	2017-04-05	Human	Germany	NA	Human_respirovirus_3	HPIV3
KY618168	C84B_4_1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
LC373371	HPIV3/Sendai_H/2373/2004-XX-XX	NA	2004-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654337	GER/5901/17_18	NA	2018-04-10	Human	Germany	NA	Human_respirovirus_3	HPIV3
KY986643	HPIV3/Seattle/USA/10L2/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW575650	XA17013d1/2017-XX-XX	NA	2017-XX-XX	Human	China	3	Human_respirovirus_3	HPIV3
MH678676	HPIV3/UK/113/07/2012	NA	2012-07-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
MW654289	GER/4993/14_15	NA	2015-04-11	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385827	HPIV3/Gwangju/KOR/43/2021	NA	2021-09-14	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385628	HPIV3/Gwangju/KOR/43/2021	NA	2021-09-14	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY618200	E2_10	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY973565	HPIV3/Seattle/USA/6050/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MN116657	KR10	NA	2011-09-06	Human	Kenya	NA	Human_respirovirus_3	HPIV3
MT489410	HD10122	NA	2015-03-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385740	HPIV3/Gwangju/KOR/30/2018	NA	2018-05-22	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385700	HPIV3/Gwangju/KOR/30/2018	NA	2018-05-22	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MT489428	HD45393	NA	2015-12-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MN116672	ML2	NA	2010-06-23	Human	Kenya	NA	Human_respirovirus_3	HPIV3
LC373414	HPIV3/Sendai_H/684/2016-XX-XX	NA	2016-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW880947	HPIV_3_HA_Patient_13	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
KY618171	C84B_6_2	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
MT489431	HD41250	NA	2015-11-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX467928	HPIV3s/Zagreb.HR/42/13_1511_	NA	2013-10-17	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MH006632	HPIV3/VietNam/018/2009	NA	2009-03-31	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
MT489434	HD48083	NA	2015-12-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC373365	HPIV3/Sendai_H/N192/2014-XX-XX	NA	2014-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654371	GER/3756/18_19	NA	2019-03-25	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC720880	PIV3_Fukushima_OR381_2021-XX-XX	NA	2021-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KT796420	NSVH2014_48_92818	NA	2014-11-24	Human	Spain	NA	Human_respirovirus_3	HPIV3
LC720877	PIV3_Fukushima_O644_2019-XX-XX	NA	2019-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KX912784	MY_U2103/13	NA	2013-03-08	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
LC189444	2011Pt186_2_2	NA	2011-08-30	Human	Japan	NA	Human_respirovirus_3	HPIV3
KX912761	MY_U510/12	NA	2012-05-16	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
KY674975	HPIV3/Seattle/USA/16C7/2016-XX-XX	NA	2016-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC373390	HPIV3/Sendai_H/2910/2003-XX-XX	NA	2003-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MF973175	HPIV3/Seattle/USA/7K7/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY369867	HPIV3/Seattle/USA/SC1216/2016-XX-XX	NA	2016-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KX467913	HPIV3s/Zagreb.HR/11/12_2169_	NA	2013-03-17	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MT489405	HD1079	NA	2015-01-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX467897	HPIV3s/Zagreb.HR/08.14_346_	NA	2014-02-17	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KX912783	MY_U2024/13	NA	2013-02-22	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
LC373429	HPIV3/Sendai_H/N821/1999-XX-XX	NA	1999-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MT210644	USA/06_MAR_2020	NA	2020-03-06	Human	USA	NA	Human_respirovirus_3	HPIV3
MW654267	GER/3840/13_14	NA	2014-07-02	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385832	HPIV3/Gwangju/KOR/48/2021-XX-XX	NA	2021-XX-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385633	HPIV3/Gwangju/KOR/48/2021-XX-XX	NA	2021-XX-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON756025	SC8119	NA	2018-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC373352	HPIV3/Sendai_H/1371/2008-XX-XX	NA	2008-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KX467910	HPIV3s/Zagreb.HR/21/11_10556_	NA	2012-05-27	Human	Croatia	NA	Human_respirovirus_3	HPIV3
LC189375	2010-XX-XX_comF	NA	2010-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373405	HPIV3/Sendai_H/N350/2011-XX-XX	NA	2011-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373431	HPIV3/Sendai_H/N836/1997-XX-XX	NA	1997-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KX467909	HPIV3s/Zagreb.HR/20/11_10299_	NA	2011-05-20	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KX467955	HPIV3s/Zagreb.HR/18/15_1052_	NA	2015-05-21	Human	Croatia	NA	Human_respirovirus_3	HPIV3
LC373423	HPIV3/Sendai_H/782/2009-XX-XX	NA	2009-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KY618188	Con9	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
MH684337	HPIV3/Zagreb.HR/2018-XX-XX_282_	NA	2018-XX-XX	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MW880965	HPIV_3_HA_Patient_15	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
KY355150	BJ/11286/2015	NA	2015-07-XX	Human	China	NA	Human_respirovirus_3	HPIV3
MW654288	GER/4967/14_15	NA	2015-04-13	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385607	HPIV3/Gwangju/KOR/20/2021	NA	2021-09-04	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385805	HPIV3/Gwangju/KOR/20/2021	NA	2021-09-04	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY355149	BJ/11058/2015	NA	2015-07-XX	Human	China	NA	Human_respirovirus_3	HPIV3
MH678680	HPIV3/UK/153/04/2013	NA	2013-04-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
KY355152	BJ/03113/2015	NA	2015-08-XX	Human	China	NA	Human_respirovirus_3	HPIV3
MT489445	HD20167	NA	2016-05-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC189413	2010Pt81_2_4	NA	2010-12-07	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654309	GER/2951/16_17	NA	2017-02-06	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC373433	HPIV3/Sendai_H/N867/1997-XX-XX	NA	1997-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KY973557	HPIV3/Seattle/USA/5430/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KT796397	NSVH2014_24_28533	NA	2014-06-13	Human	Spain	NA	Human_respirovirus_3	HPIV3
LC189421	2010Pt79_3_4	NA	2010-12-14	Human	Japan	NA	Human_respirovirus_3	HPIV3
MT489454	HD24266	NA	2016-06-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MH684352	HPIV3/Zagreb.HR/2018-XX-XX_273_	NA	2018-XX-XX	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KY355148	BJ/05114/2015	NA	2015-07-XX	Human	China	NA	Human_respirovirus_3	HPIV3
KY684749	HPIV3/Seattle/USA/9G3/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW654286	GER/4566/14_15	NA	2015-03-23	Human	Germany	NA	Human_respirovirus_3	HPIV3
KT796408	NSVH2014_32_50436	NA	2014-08-08	Human	Spain	NA	Human_respirovirus_3	HPIV3
KX467925	HPIV3s/Zagreb.HR/33/13_1303_	NA	2013-08-13	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KY618209	E8_1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KT796437	NSVH2015_13_90987	NA	2015-03-27	Human	Spain	NA	Human_respirovirus_3	HPIV3
KT796441	NSVH2015_15_96555	NA	2015-04-06	Human	Spain	NA	Human_respirovirus_3	HPIV3
LC189388	2010Pt33_3_3	NA	2010-08-31	Human	Japan	NA	Human_respirovirus_3	HPIV3
MF554725	HPIV3/Seattle/USA/2F10/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MT489455	HD22614	NA	2016-06-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
KT796427	NSVH2015_3_48320	NA	2015-01-14	Human	Spain	NA	Human_respirovirus_3	HPIV3
MH006672	HPIV3/VietNam/094/2010	NA	2010-05-28	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
LC486600	HPIV3s/SaitamaC.JPN/12_140	NA	2012-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KY973577	HPIV3/Seattle/USA/10N7/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
OM240922	PIV3_KINRESS_CB0332	NA	2016-06-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY618192	E2_2	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
