strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
KJ752155	RVA/Human_wt/ZAF/MRC_DPRU120/2011/G1P[8]	2011-06-27	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ752333	RVA/Human_wt/ZAF/MRC_DPRU2198/2003/G1P[8]	2003-09-26	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ751938	RVA/Human_wt/SWZ/MRC_DPRU5119/2010/G1P[8]	2010-09-15	9	G	Swaziland	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ753112	RVA/Human_wt/SWZ/MRC_DPRU2995/2009/G1P[8]_mixed_genotype	2009-09-15	9	G	Swaziland	G1_P[8]_I2_R1_R2_C1_M1_A2_N1_N2_T2_E1_E2_H2_mixed_genotype	G1
KJ752568	RVA/Human_wt/ZAF/MRC_DPRU426/2004/G1P[8]	2004-03-24	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ751696	RVA/Human_wt/ZAF/MRC_DPRU1270/2009/G1P[8]	2009-08-07	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ870812	RVA/Human_wt/COD/KisB512/2009/G1P[6]	2009-03-09	9	G	Democratic_Republic_of_the_Congo	G1_P[6]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870864	RVA/Human_wt/COD/KisB602/2008/G1P[8]	2008-08-13	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870788	RVA/Human_wt/COD/KisB106/2007/G1P[8]	2007-12-22	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870787	RVA/Human_wt/COD/KisB104/2007/G1P[8]	2007-11-08	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870800	RVA/Human_wt/COD/KisB404/2009/G1P[8]	2009-05-27	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870805	RVA/Human_wt/COD/KisB505/2009/G1P[8]	2009-03-24	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870806	RVA/Human_wt/COD/KisB506/2009/G1P[8]	2009-03-03	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870797	RVA/Human_wt/COD/KisB336/2008/G1P[6]	2008-12-26	9	G	Democratic_Republic_of_the_Congo	G1_P[6]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870876	RVA/Human_wt/COD/KisB615/2008/G1P[8]	2008-08-08	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870873	RVA/Human_wt/COD/KisB612/2008/G1P[8]	2008-07-11	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF356356	RVA/Human_wt/STP/STP01/2011/G1P[8]	2011-08-15	9	G	Sao_Tome_and_Principe	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870802	RVA/Human_wt/COD/KisB501/2009/G1P[6]	2009-03-13	9	G	Democratic_Republic_of_the_Congo	G1_P[6]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870810	RVA/Human_wt/COD/KisB510/2009/G1P[8]	2009-02-20	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870799	RVA/Human_wt/COD/KisB403/2009/G1P[8]	2009-05-19	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870875	RVA/Human_wt/COD/KisB614/2008/G1P[8]	2008-08-07	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870872	RVA/Human_wt/COD/KisB611/2008/G1P[8]	2008-07-08	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870809	RVA/Human_wt/COD/KisB509/2009/G1P[6]	2009-03-15	9	G	Democratic_Republic_of_the_Congo	G1_P[6]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870798	RVA/Human_wt/COD/KisB401/2009/G1P[8]	2009-07-06	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870804	RVA/Human_wt/COD/KisB503/2009/G1P[8]	2009-02-13	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870807	RVA/Human_wt/COD/KisB507/2009/G1P[6]	2009-02-06	9	G	Democratic_Republic_of_the_Congo	G1_P[6]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870813	RVA/Human_wt/COD/KisB513/2008/G1P[8]	2008-12-09	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870820	RVA/Human_wt/COD/KisB522/2008/G1P[8]	2008-09-03	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF356355	RVA/Human_wt/STP/STP56/2011/G1P[8]	2011-11-10	9	G	Sao_Tome_and_Principe	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF356357	RVA/Human_wt/STP/STP38/2011/G1P[8]	2011-09-22	9	G	Sao_Tome_and_Principe	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870927	RVA/Human_wt/COD/KisB504/2009/G1P[6]	2009-01-28	9	G	Democratic_Republic_of_the_Congo	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KF356358	RVA/Human_wt/STP/STP60/2011/G1P[8]	2011-08-31	9	G	Sao_Tome_and_Principe	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870801	RVA/Human_wt/COD/KisB405/2009/G1P[6]	2009-06-02	9	G	Democratic_Republic_of_the_Congo	G1_P[6]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ701398	IA_49RVH	2012-06-06	9	G	India	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870847	RVA/Human_wt/COD/KisB550/2010/G1P[6]	2010-01-23	9	G	Democratic_Republic_of_the_Congo	G1_P[6]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870877	RVA/Human_wt/COD/KisB616/2008/G1P[8]	2008-08-06	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870793	RVA/Human_wt/COD/KisB327/2007/G1P[8]	2007-06-07	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870834	RVA/Human_wt/COD/KisB537/2009/G1P[6]	2009-12-17	9	G	Democratic_Republic_of_the_Congo	G1_P[6]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870858	RVA/Human_wt/COD/KisB563/2010/G1P[8]	2010-04-25	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ701396	IA_1035RVH	2013-03-12	9	G	India	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KJ870791	RVA/Human_wt/COD/KisB324/2008/G1P[8]	2008-03-17	9	G	Democratic_Republic_of_the_Congo	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
HQ392058	RVA/Human_wt/BEL/BE00012/2006/G1P[8]	2006-01-20	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027718	RVA/Human_wt/AUS/CK00063/2007/G1P[8]	2007-10-08	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258844	RVA/Human_wt/Bel/BE00076/2001/G1P[8]	2001-11-13	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027937	RVA/Human_wt/AUS/CK00096/2010/G1P[8]	2010-05-12	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392415	RVA/Human_wt/BEL/BE00048/2009/G1P[8]	2009-07-06	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN651769	RVA/Human_wt/Bel/BE00057/1999/G1P[8]	1999-12-28	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	G1
JN258917	RVA/Human_wt/Bel/BE00097/2009/G1P[8]	2010-02-15	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN651823	RVA/Human_wt/Bel/BE00070/2001/G1P[8]	2001-03-02	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	G1
JF490263	human/Victoria/CK00019/2005/G1P[8]	2005-06-30	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490498	human/Victoria/CK00045/2006/G1P[8]	2006-11-06	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392326	RVA/Human_wt/BEL/BE00037/2008/G1P[8]	2008-03-23	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258895	RVA/Human_wt/Bel/BE00093/2003/G1P[8]	2003-04-15	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258827	RVA/Human_wt/Bel/BE00073/2001/G1P[8]	2001-03-25	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258908	RVA/Human_wt/Bel/BE00094/2009/G1P[8]	2010-01-13	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027950	RVA/Human_wt/AUS/CK00097/2010/G1P[8]	2010-05-14	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392352	RVA/Human_wt/BEL/BE00039/2008/G1P[8]	2008-03-11	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KC195774	RVA/Human_wt/AUS/CK00081/2007/G1P[8]	2007-12-14	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490506	human/Victoria/CK00046/2006/G1P[8]	2006-11-24	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258941	RVA/Human_wt/Bel/BE00100/2009/G1P[8]	2010-03-03	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490406	human/Victoria/CK00034/2007/G1P[8]	2007-01-03	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KC769354	RVA/Human_wt/AUS/CK00061/2007/G1P[8]	2007-10-01	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258928	RVA/Human_wt/Bel/BE00098/2009/G1P[8]	2010-02-21	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490549	human/Victoria/CK00050/2005/G1P[8]	2005-09-22	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027637	RVA/Human_wt/AUS/CK00051/2007/G1P[8]	2007-08-05	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027796	RVA/Human_wt/AUS/CK00078/2007/G1P[8]	2007-11-26	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392381	RVA/Human_wt/BEL/BE00043/2009/G1P[8]	2009-02-24	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490462	human/Victoria/CK00040/2006/G1P[8]	2006-10-02	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392100	RVA/Human_wt/BEL/BE00015/2006/G1P[8]	2006-03-15	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258846	RVA/Human_wt/Bel/BE00079/2002/G1P[8]	2002-01-21	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258953	RVA/Human_wt/Bel/BE00112/2009/G1P[8]	2001-05-13	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258805	RVA/Human_wt/Bel/BE00067/2000/G1P[8]	2000-02-25	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027873	RVA/Human_wt/AUS/CK00088/2009/G1P[8]	2009-03-13	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392461	RVA/Human_wt/BEL/BE00049/2009/G1P[8]	2009-03-20	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392009	RVA/Human_wt/BEL/BE00004/2005/G1P[8]	2005-02-28	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KC443581	RVA/Human_wt/AUS/CK20019/2001/G1P[8]	2001-05-23	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027655	RVA/Human_wt/AUS/CK00052/2007/G1P[8]	2007-08-18	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490539	human/Victoria/CK00049/2004/G1P[8]	2004-12-24	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490444	human/Victoria/CK00037/2006/G1P[8]	2006-06-24	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027884	RVA/Human_wt/AUS/CK00089/2009/G1P[8]	2009-05-10	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490297	human/Victoria/CK00022/2005/G1P[8]	2005-02-15	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490428	human/Victoria/CK00036/2005/G1P[8]	2005-08-20	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN651873	RVA/Human_wt/Bel/BE00107/2002/G1P[8]	2002-06-11	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	G1
JX027751	RVA/Human_wt/AUS/CK00074/2007/G1P[8]	2007-11-11	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392132	RVA/Human_wt/BEL/BE00018/2006/G1P[8]	2006-02-16	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027828	RVA/Human_wt/AUS/CK00084/2008/G1P[8]	2008-02-13	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN651758	RVA/Human_wt/Bel/BE00056/1999/G1P[8]	1999-12-26	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	G1
JX027850	RVA/Human_wt/AUS/CK00086/2009/G1P[8]	2009-01-25	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KF648934	Hu/RUS/NS13_09/2013/G1P[8]	2013-02-XX	9	G	Russia	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JF490396	human/Victoria/CK00033/2007/G1P[8]	2007-01-02	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027840	RVA/Human_wt/AUS/CK00085/2008/G1P[8]	2008-02-27	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN635548	RVA/Human_wt/Bel/BE00102/2000/G1P[8]	2000-02-12	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	G1
KC769387	RVA/Human_wt/AUS/CK00066/2007/G1P[8]	2007-10-17	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027959	RVA/Human_wt/AUS/CK00099/2010/G1P[8]	2010-05-22	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392051	RVA/Human_wt/BEL/BE00010/2006/G1P[8]	2006-01-03	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KC769343	RVA/Human_wt/AUS/CK00059/2007/G1P[8]	2007-09-27	9	G	Australia	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	G1
HQ392022	RVA/Human_wt/BEL/BE00006/2005/G1P[8]	2005-03-12	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490135	human/Victoria/CK00005/2004/G1P[8]	2004-07-17	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392309	RVA/Human_wt/BEL/BE00035/2008/G1P[8]	2008-03-20	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490170	human/Victoria/CK00008/2004/G1P[8]	2004-08-03	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490242	human/Victoria/CK00017/2005/G1P[8]	2005-06-02	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN635559	RVA/Human_wt/Bel/BE00111/2001/G1P[8]	2001-06-13	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	G1
JN651791	RVA/Human_wt/Bel/BE00059/1999/G1P[8]	1999-12-05	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_Hx	G1
JF490528	human/Victoria/CK00048/2004/G1P[8]	2004-06-14	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490275	human/Victoria/CK00020/2005/G1P[8]	2005-07-07	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490473	human/Victoria/CK00041/2006/G1P[8]	2006-10-03	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392250	RVA/Human_wt/BEL/BE00030/2008/G1P[8]	2008-01-17	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490385	human/Victoria/CK00032/2006/G1P[8]	2006-12-29	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KC769365	RVA/Human_wt/AUS/CK00064/2007/G1P[8]	2007-10-10	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027688	RVA/Human_wt/AUS/CK00056/2007/G1P[8]	2007-09-17	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392074	RVA/Human_wt/BEL/BE00013/2006/G1P[8]	2006-01-23	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490154	human/Victoria/CK00007/2004/G1P[8]	2004-07-27	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392204	RVA/Human_wt/BEL/BE00025/2007/G1P[8]	2007-03-22	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490308	human/Victoria/CK00023/2005/G1P[8]	2005-09-05	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392388	RVA/Human_wt/BEL/BE00044/2009/G1P[8]	2009-02-10	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490231	human/Victoria/CK00016/2005/G1P[8]	2005-05-08	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258857	RVA/Human_wt/Bel/BE00082/2002/G1P[8]	2002-02-16	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392272	RVA/Human_wt/BEL/BE00032/2008/G1P[8]	2008-02-05	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490368	human/Victoria/CK00029/2006/G1P[8]	2006-08-02	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KC769376	RVA/Human_wt/AUS/CK00065/2007/G1P[8]	2007-10-12	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027675	RVA/Human_wt/AUS/CK00054/2007/G1P[8]	2007-08-30	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258791	RVA/Human_wt/Bel/BE00055/1999/G1P[8]	1999-12-27	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392321	RVA/Human_wt/BEL/BE00036/2008/G1P[8]	2008-02-25	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490374	human/Victoria/CK00030/2006/G1P[8]	2006-11-08	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027785	RVA/Human_wt/AUS/CK00077/2007/G1P[8]	2007-11-19	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027818	RVA/Human_wt/AUS/CK00083/2008/G1P[8]	2008-01-16	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027895	RVA/Human_wt/AUS/CK00091/2009/G1P[8]	2009-09-26	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027729	RVA/Human_wt/AUS/CK00067/2007/G1P[8]	2007-10-24	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258879	RVA/Human_wt/Bel/BE00090/2003/G1P[8]	2003-02-12	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392453	RVA/Human_wt/BEL/BE00047/2009/G1P[8]	2009-04-27	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490286	human/Victoria/CK00021/2005/G1P[8]	2005-07-17	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027699	RVA/Human_wt/AUS/CK00060/2007/G1P[8]	2007-09-27	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258786	RVA/Human_wt/Bel/BE00052/1999/G1P[8]	1999-12-23	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490192	human/Victoria/CK00011/2004/G1P[8]	2004-09-28	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN651845	RVA/Human_wt/Bel/BE00096/2010/G1P[8]	2010-02-14	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_Nx_T1_E1_H1	G1
HQ392437	RVA/Human_wt/BEL/BE00046/2008/G1P[8]	2008-11-05	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490198	human/Victoria/CK00012/2004/G1P[8]	2004-10-13	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392371	RVA/Human_wt/BEL/BE00042/2008/G1P[8]	2008-08-05	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392244	RVA/Human_wt/BEL/BE00029/2008/G1P[8]	2008-01-13	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490484	human/Victoria/CK00043/2006/G1P[8]	2006-10-14	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JN258813	RVA/Human_wt/Bel/BE00068/2000/G1P[8]	2000-02-28	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392088	RVA/Human_wt/BEL/BE00014/2006/G1P[8]	2006-01-27	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490110	human/Victoria/CK00003/2004/G1P[8]	2004-06-16	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392167	RVA/Human_wt/BEL/BE00021/2007/G1P[8]	2007-01-13	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JX027666	RVA/Human_wt/AUS/CK00053/2007/G1P[8]	2007-08-29	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392150	RVA/Human_wt/BEL/BE00020/2006/G1P[8]	2006-03-27	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392217	RVA/Human_wt/BEL/BE00027/2008/G1P[8]	2008-01-07	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392176	RVA/Human_wt/BEL/BE00022/2007/G1P[8]	2007-02-05	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490351	human/Victoria/CK00028/2005/G1P[8]	2005-12-30	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490121	human/Victoria/CK00004/2004/G1P[8]	2004-07-07	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JF490098	human/Victoria/CK00002/2004/G1P[8]	2004-04-30	9	G	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ392283	RVA/Human_wt/BEL/BE00033/2008/G1P[8]	2008-02-28	9	G	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KC443603	RVA/Human_wt/AUS/CK20039/2008/G1P[8]	2008-02-01	9	G	Australia	G1_P[8]_I2_R2_C2_M2_A3_N2_T6_E2_H3	G1
