strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
AB975980	NT023	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975999	YR014	2012-04-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP170841	RVA/Human_wt/BRA/18773CE/2009/G2P4	2009-01-29	11	H	Brazil	G2_P[4]_I2_R2_C2_Mx_Ax_N2_T2_E2_H2	H2
AB976020	YR061	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976014	YR049	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975975	NT013	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC782518	human_wt/USA/LB1562/2010/G9P4	2010-05-15	11	H	USA	G9_P[4]_I2_R2_C2_M2_A2_N2_T2_E6_H2	H2
AB975993	KN055	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ626858	RVA/Human_wt/PRY/1255SR/2005/G2G9P[4]_mixed_genotype	2005-09-XX	11	H	Paraguay	G2_G9_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	H2
AB976011	YR046	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975992	KN054	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976013	YR048	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975978	NT019	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976002	YR032	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975997	YR010	2012-04-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975981	KN006	2012-04-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975982	KN010	2012-04-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976000	YR023	2012-04-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975985	KN041	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976007	YR041	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975979	NT022	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP170839	RVA/Human_wt/BRA/18679CE/2008/G2P4	2008-06-12	11	H	Brazil	G2_P[4]_I2_R2_C2_M2_Ax_N2_T2_E2_H2	H2
AB976008	YR042	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ753786	RVA/Human_wt/ZAF/MRC_DPRU1195/2009/G2P[6]P[8]_mixed_genotype	2009-06-03	11	H	South_Africa	G2_P[6]_P[8]_I2_R2_C2_M1_M2_A2_N2_T2_E2_H2_mixed_genotype	H2
AB976021	YR062	2012-07-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976019	YR057	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975984	KN039	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP170838	RVA/Human_wt/BRA/18664CE/2008/G2P4	2008-06-02	11	H	Brazil	G2_P[4]_I2_R2_C2_M2_Ax_N2_T2_E2_H2	H2
AB975983	KN011	2012-04-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976015	YR050	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ626772	RVA/Human_wt/PRY/1005SR/2005/G2P[4]_mixed_genotype	2005-07-XX	11	H	Paraguay	G2_P[4]_I2_R1_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	H2
AB975994	KN056	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976006	YR040	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ626937	RVA/Human_wt/PRY/1488SR/2007/G2P[4]	2007-07-XX	11	H	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ753356	RVA/Human_wt/ZAF/MRC_DPRU618/2003/G2P[4]	2003-06-20	11	H	South_Africa	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976003	YR033	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ626997	RVA/Human_wt/PRY/1504SR/2007/G2P[4]	2007-08-XX	11	H	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP170843	RVA/Human_wt/BRA/18807CE/2009/G2P4	2009-03-03	11	H	Brazil	G2_P[4]_I2_R2_C2_M2_Ax_N2_T2_E2_H2	H2
KP170840	RVA/Human_wt/BRA/18681CE/2008/G2P4	2008-06-18	11	H	Brazil	G2_P[4]_I2_R2_C2_M2_Ax_Nx_T2_E2_H2	H2
KP752481	RVA/Human_wt/ZAF/MRC_DPRU4992/1997/G3P[6]	1997-10-01	11	H	South_Africa	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP752731	RVA/Human_wt/ETH/MRC_DPRU4960/2010/G2P[X]	2010-08-06	11	H	Ethiopia	G2_P[x]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP752811	RVA/Human_wt/TGO/MRC_DPRU5138/2010/G3P[6]	2010-08-XX	11	H	Togo	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP752504	RVA/Human_wt/GMB/MRC_DPRU3166/2008/G3P[6]	2008-05-25	11	H	Gambia	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP753234	RVA/Human_wt/MUS/MRC_DPRU296/2012/G2P[4]	2012-11-05	11	H	Mauritius	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_E3_H2_mixed_genotype	H2
KP752800	RVA/Human_wt/MUS/MRC_DPRU308/2012/G2G12P[X]	2012-12-25	11	H	Mauritius	G2_G12_P[x]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	H2
KP752970	RVA/Human_wt/GMB/MRC_DPRU3165/2008/G2P[6]	2008-06-12	11	H	Gambia	G2_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ639022	RVA/Human/JPN/S13_30/2013/G3P[4]	2013-02-27	11	H	Japan	G3_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP752719	RVA/Human_wt/SWZ/MRC_DPRU4506/2010/G2P[4]P[8]_mixed_genotype	2010-07-14	11	H	Swaziland	G2_P[4]_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	H2
KP752459	RVA/Human_wt/ZAF/MRC_DPRU11051/1999/G9P[6]	1999-12-05	11	H	South_Africa	G9_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP752692	RVA/Human_wt/GMB/MRC_DPRU3199/2010/G2P[4]	2010-02-08	11	H	Gambia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ639033	RVA/Human/JPN/S13_45/2013/G3P[4]	2013-03-14	11	H	Japan	G3_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP753144	RVA/Human_wt/TGO/MRC_DPRU5159/2010/G3P[6]	2010-11-XX	11	H	Togo	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP752659	RVA/Human_wt/MUS/MRC_DPRU295/2012/G2P[4]	2012-04-11	11	H	Mauritius	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_E3_H2_mixed_genotype	H2
KP752447	RVA/Human_wt/GMB/MRC_DPRU3190/2010/G2G12P[6]_mixed_genotype	2010-01-30	11	H	Gambia	G2_G12_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	H2
KP752570	RVA/Human_wt/TZA/MRC_DPRU4570/2011/G8P[4]	2011-11-17	11	H	Tanzania	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_Ex_H2	H2
JX965158	human/AUS/RCH041/2010/G2P4	2010-11-04	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
JX965159	human/AUS/MON008/2010/G2P4	2010-11-13	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC834689	RVA/Human_wt/AUS/V233/1999/G2P4	1999-03-28	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC834688	RVA/Human_wt/AUS/336190/2004/G2P4	2004-02-28	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC834687	RVA/Human_wt/AUS/V203/2009/G2P4	2009-02-27	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC571501	human_wt/AUS/SA066/2010/G2P4	2010-07-08	11	H	Australia	Gx_P[x]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
JX965157	human/AUS/WAPC703/2010/G2P4	2010-06-14	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KT006917	RVA/Human_wt/ESP/SanSebastian98244047_DS__1/2015/G3P[8]	2015-03-17	11	H	Spain	G3_P[8]_I2_Rx_C2_M2_Ax_N2_Tx_E2_H2	H2
LC066649	RVA/Human_wt/THA/PCB_180/2013/G1P[8]	2013-04-XX	11	H	Thailand	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KT918841	RVA/Human_wt/USA/VU12_13_26/2013/G2P[4]	2013-02-11	11	H	USA	G2_P[4]_I2_R2_C2_M1_A2_N2_T2_E2_H2	H2
KP007169	RVA/Human_wt/PHI/TGO12_004/2012/G1P[8]	2012-06-XX	11	H	Philippines	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP007211	RVA/Human_wt/PHI/TGO12_045/2012/G1P[8]	2012-11-XX	11	H	Philippines	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP007180	RVA/Human_wt/PHI/TGO12_007/2012/G2P[4]	2012-06-XX	11	H	Philippines	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP007158	RVA/Human_wt/PHI/TGO12_003/2012/G2P[4]	2012-06-XX	11	H	Philippines	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KU059776	RVA/Human_wt/AUS/D388/2013/G3P[8]	2013-04-19	11	H	Australia	G3_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
LC066660	RVA/Human_wt/THA/SKT_109/2013/G1P[8]	2013-02-XX	11	H	Thailand	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
LC066671	RVA/Human_wt/THA/SSKT_41/2013/G1P[8]	2013-03-XX	11	H	Thailand	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP007200	RVA/Human_wt/PHI/TGO12_016/2012/G1P[8]	2012-08-XX	11	H	Philippines	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KU059798	RVA/Human_wt/AUS/WAPC2016/2014/G3P[8]	2014-09-23	11	H	Australia	G3_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KT918445	RVA/Human_wt/USA/VU12_13_145/2013/G2P[4]	2013-03-29	11	H	USA	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KU059787	RVA/Human_wt/AUS/WAPC1740/2013/G3P[8]	2013-09-03	11	H	Australia	G3_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KT936625	RVA/Human_wt/THA/CMHN49_12/2012/G12P[6]	2012-02-02	11	H	Thailand	G12_P[6]_I2_R2_C2_Mx_A2_N2_T2_E2_H2	H2
KU550325	RVA/Human_wt/ESP/SS61921417/2015/G3P[8]	2015-03-23	11	H	Spain	G3_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KX362655	RVA/Human_wt/VNM/16020_44/NSP5	2013-09-23	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KU361051	RVA/Human_wt/BRA/QUI_74_F2/2010/G12P[6]	2010-08-11	11	H	Brazil	G12_P[6]_Ix_R2_C2_Mx_A2_N2_T2_E2_H2	H2
KX362622	RVA/Human_wt/VNM/16020_36/NSP5	2013-08-28	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KU550323	RVA/Human_wt/ESP/SS61720845/2015/G3P[8]	2015-04-09	11	H	Spain	G3_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KX362743	RVA/Human_wt/VNM/16020_80/NSP5	2013-12-19	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KX362842	RVA/Human_wt/VNM/12013_45/NSP5	2012-10-31	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KU361048	RVA/Human_wt/BRA/QUI_60_F1/2008/G2P[4]	2008-10-16	11	H	Brazil	G2_P[4]_Ix_R2_Cx_Mx_A2_N2_T2_E2_H2	H2
KU361054	RVA/Human_wt/BRA/QUI_157_F1/2010/G12P[6]	2010-08-11	11	H	Brazil	G12_P[6]_Ix_R2_C2_Mx_A2_N2_T2_E2_H2	H2
KX363264	RVA/Human_wt/VNM/12067_91/NSP5_c2	2013-04-01	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KX362732	RVA/Human_wt/VNM/16020_77/NSP5	2013-12-12	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KX362754	RVA/Human_wt/VNM/16020_81/NSP5	2013-12-20	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KX362590	RVA/Human_wt/VNM/16020_19/NSP5	2013-07-18	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KX363233	RVA/Human_wt/VNM/12067_87/NSP5_c2	2013-02-26	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KX362787	RVA/Human_wt/VNM/16020_91/NSP5	2014-01-13	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KU361053	RVA/Human_wt/BRA/QUI_154_F1/2010/G12P[6]	2010-08-11	11	H	Brazil	G12_P[6]_Ix_R2_C2_Mx_A2_N2_T2_E2_H2	H2
KU361046	RVA/Human_wt/BRA/QUI_36_F1/2008/G2P[4]	2008-08-14	11	H	Brazil	G2_P[4]_Ix_R2_Cx_M2_A2_N2_T2_E2_H2	H2
KU361056	RVA/Human_wt/BRA/QUI_164_F1/2010/G12P[6]	2010-08-18	11	H	Brazil	G12_P[6]_Ix_R2_Cx_M2_A2_N2_T2_E2_H2	H2
KX363135	RVA/Human_wt/VNM/12056_79/NSP5	2013-01-31	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KU550327	RVA/Human_wt/ESP/SS98244047/2015/G3P[8]	2015-03-17	11	H	Spain	G3_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KX362798	RVA/Human_wt/VNM/16020_92/NSP5	2014-01-14	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KU361055	RVA/Human_wt/BRA/QUI_158_F2/2010/G12P[6]	2010-08-18	11	H	Brazil	G12_P[6]_Ix_R2_C2_Mx_A2_N2_T2_E2_H2	H2
KU361050	RVA/Human_wt/BRA/QUI_73_F3/2010/G12P[6]	2010-08-18	11	H	Brazil	G12_P[6]_Ix_R2_C2_Mx_A2_N2_T2_E2_H2	H2
KU550322	RVA/Human_wt/ESP/SS98242319/2015/G3P[8]	2015-03-23	11	H	Spain	G3_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KU361047	RVA/Human_wt/BRA/QUI_59_F1/2008/G2P[4]	2008-10-09	11	H	Brazil	G2_P[4]_Ix_R2_Cx_M2_A2_N2_T2_E2_H2	H2
KX362710	RVA/Human_wt/VNM/16020_72/NSP5	2013-11-22	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KU550324	RVA/Human_wt/ESP/SS75915299/2015/G3P[8]	2015-04-16	11	H	Spain	G3_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KU550326	RVA/Human_wt/ESP/SS96217158/2015/G3P[8]	2015-04-13	11	H	Spain	G3_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KU361049	RVA/Human_wt/BRA/QUI_73_F2/2010/G12P[6]	2010-08-11	11	H	Brazil	G12_P[6]_Ix_R2_Cx_Mx_A2_N2_T2_E2_H2	H2
KX362831	RVA/Human_wt/VNM/16020_96/NSP5	2014-01-21	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KX362863	RVA/Human_wt/VNM/12013_46/NSP5_c2	2012-10-26	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KX362644	RVA/Human_wt/VNM/16020_39/NSP5	2013-09-10	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KX362677	RVA/Human_wt/VNM/16020_49/NSP5	2013-10-03	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KU361052	RVA/Human_wt/BRA/QUI_130_F2/2010/G12P[6]	2010-08-09	11	H	Brazil	G12_P[6]_Ix_R2_Cx_Mx_A2_N2_T2_E2_H2	H2
KX362579	RVA/Human_wt/VNM/16020_11/NSP5	2013-07-02	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KX362666	RVA/Human_wt/VNM/16020_45/NSP5	2013-09-24	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KF938745	RVA/Human_wt/BRA/IP_71_MG/2008/G2P[4]	2008-11-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KU356650	RVA/Human_wt/BGN/M292/2013/G2P[4]	2013-12-04	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KF938746	RVA/Human_wt/BRA/IP_346_MG/2010/G2P[4]	2010-05-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KF938754	RVA/Human_wt/BRA/UB_354_MG/2007/G2P[4]	2007-10-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KU356595	RVA/Human_wt/BGN/J251/2010/G2P[4]	2010-01-XX	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KU248415	RVA/Human_wt/BGN/J265/2010/G2P[4]	2010-01-XX	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KF938756	RVA/Human_wt/BRA/UB_433_MG/2008/G2P[4]	2008-09-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KU356639	RVA/Human_wt/BGN/M310/2013/G2P[4]	2013-08-02	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KU356672	RVA/Human_wt/BGN/M282/2013/G2P[4]	2013-11-27	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KU356584	RVA/Human_wt/BGN/J253/2010/G2P[4]	2010-01-XX	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KF938755	RVA/Human_wt/BRA/UB_432_MG/2008/G2P[4]	2008-09-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KF938753	RVA/Human_wt/BRA/UB_299_MG/2007/G2P[4]	2007-06-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KF938751	RVA/Human_wt/BRA/UB_226_MG/2006/G2P[4]	2006-09-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KF938749	RVA/Human_wt/BRA/UB_154_MG/2006/G2P[4]	2006-08-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KU248382	RVA/Human_wt/BGN/J303/2010/G2P[4]	2010-02-XX	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KF938752	RVA/Human_wt/BRA/UB_239_MG/2006/G2P[4]	2006-10-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KU199291	RVA/Human_wt/BGN/M334/2013/G2P[4]	2013-09-21	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KF938750	RVA/Human_wt/BRA/UB_170_MG/2006/G2P[4]	2006-08-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KU356661	RVA/Human_wt/BGN/M289/2013/G2P[4]	2013-11-30	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KR018485	RVA_Human_wt_BRA_IP_447_MG_2011_G8P[4]	2011-01-XX	11	H	Brazil	G8_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KF938748	RVA/Human_wt/BRA/IP_393_MG/2010/G2P[4]	2010-09-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KU199280	RVA/Human_wt/BGN/J306/2010/G2P[4]	2010-02-XX	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KU356617	RVA/Human_wt/BGN/M313/2013/G2P[4]	2013-08-05	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KU356606	RVA/Human_wt/BGN/M315/2013/G2P[4]	2013-08-07	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KU248404	RVA/Human_wt/BGN/J266/2010/G2P[4]	2010-01-XX	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KU248426	RVA/Human_wt/BGN/J263/2010/G2P[4]	2010-01-XX	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KF938747	RVA/Human_wt/BRA/IP_364_MG/2010/G2P[4]	2010-06-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KU356628	RVA/Human_wt/BGN/M312/2013/G2P[4]	2013-08-05	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KF938743	RVA/Human_wt/BRA/IP_38_MG/2008/G2P[4]	2008-08-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KF938744	RVA/Human_wt/BRA/IP_47_MG/2008/G2P[4]	2008-09-XX	11	H	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	H2
KU248393	RVA/Human_wt/BGN/J300/2010/G2P[4]	2010-02-XX	11	H	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KY634802	VN_0365/G1P8/NSP5/H2	2014-03-XX	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KY634737	VN_0299/G1P8/NSP5/H2	2014-01-XX	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KY634715	VN_0221/G2P4/NSP5/H2	2013-09-XX	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KY634674	VN_0181/G1P4/NSP5/H2	2013-07-XX	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KY634685	VN_0186/G2P4/NSP5/H2	2013-07-XX	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KY634854	VN_3096/G1P4/NSP5/H2	2014-04-XX	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
KY634641	VN_0140/G1P8/NSP5/H2	2014-02-XX	11	H	Viet_Nam	Gx_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H2	H2
MF168162	RVA/Human_wt/USA/VU12_13_30/2013/G2P[4]	2013-02-21	11	H	USA	G2_P[4]_I2_R2_C2_M1_A2_N2_T2_E2_H2	H2
MF167964	RVA/Human_wt/USA/VU12_13_27/2013/G2P[4]	2013-02-11	11	H	USA	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
MF168271	RVA/Human_wt/USA/VU12_13_14/2013/G2P[4]	2013-01-17	11	H	USA	G2_P[4]_I2_Rx_C2_M2_A2_N2_T2_E2_H2	H2
KX655527	RVA/Human_wt/UGA/MUL_13_427/2013/G8P[4]	2013-07-05	11	H	Uganda	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KX655505	RVA/Human_wt/UGA/MUL_13_160/2013/G8P[4]	2013-01-04	11	H	Uganda	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KX655472	RVA/Human_wt/UGA/MUL_13_496/2013/G8P[4]	2013-08-29	11	H	Uganda	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KX655483	RVA/Human_wt/UGA/MUL_12_117/2012/G3P[6]	2012-11-26	11	H	Uganda	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
