strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
KJ752503	RVA/Human_wt/ZAF/MRC_DPRU421/2002/G9P[6]	2002-02-14	5	A	South_Africa	G9_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ752090	RVA/Human_wt/ETH/MRC_DPRU1873/2008/G3P[6]	2008-12-29	5	A	Ethiopia	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ752657	RVA/Human_wt/UGA/MRC_DPRU1922/2008/G8P[4]	2008-06-18	5	A	Uganda	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ752400	RVA/Human_wt/ZAF/MRC_DPRU81/2007/G2P[4]	2007-02-20	5	A	South_Africa	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ752453	RVA/Human_wt/ZWE/MRC_DPRU3347/2010/G8P[4]	2010-06-26	5	A	Zimbabwe	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ752345	RVA/Human_wt/GNB/MRC_DPRU5615/2011/G6P[6]	2011-03-26	5	A	Guinea_Bissau	G6_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ753309	RVA/Human_wt/ZAF/MRC_DPRU3861/2000/G9P[X]	2000-08-28	5	A	South_Africa	G9_P[x]_I2_Rx_Cx_Mx_A2_N2_T2_E2_H2	A2
KJ752156	RVA/Human_wt/TGO/MRC_DPRU5124/2010/G2P[4]	2010-06-XX	5	A	Togo	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ751697	RVA/Human_wt/ZAF/MRC_DPRU384/2000/G9P[6]	2000-02-14	5	A	South_Africa	G9_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ752389	RVA/Human_wt/GMB/MRC_DPRU3180/2010/G2P[6]	2010-01-21	5	A	Gambia	G2_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ753518	RVA/Human_wt/SEN/MRC_DPRU1915/2008/G2P[4]	2008-08-07	5	A	Senegal	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ751597	RVA/Human_wt/TZA/MRC_DPRU4576/2010/G8P[4]	2010-10-15	5	A	Tanzania	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ751807	RVA/Human_wt/ZAF/MRC_DPRU797/2000/G9P[6]	2000-05-04	5	A	South_Africa	G9_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ753099	RVA/Human_wt/SWZ/MRC_DPRU2995/2009/G1P[8]_mixed_genotype	2009-09-15	5	A	Swaziland	G1_P[8]_I2_R1_R2_C1_M1_A2_N1_N2_T2_E1_E2_H2_mixed_genotype	A2
KJ751884	RVA/Human_wt/ETH/MRC_DPRU2241/2009/G3P[6]	2009-07-18	5	A	Ethiopia	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ752112	RVA/Human_wt/GNB/MRC_DPRU5625/2011/G6P[6]	2011-04-21	5	A	Guinea_Bissau	G6_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ751664	RVA/Human_wt/ZAF/MRC_DPRU4079_00/2000/G9P[6]	2000-10-11	5	A	South_Africa	G9_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ752123	RVA/Human_wt/ETH/MRC_DPRU1844_08/2008/G3P[6]	2008-07-23	5	A	Ethiopia	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ751653	RVA/Human_wt/ZAF/MRC_DPRU11070/1999/G9P[6]	1999-12-07	5	A	South_Africa	G9_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ751719	RVA/Human_wt/ETH/MRC_DPRU4962/2010/G3P[6]	2010-08-20	5	A	Ethiopia	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ751608	RVA/Human_wt/TZA/MRC_DPRU4568/2011/G8P[4]	2011-01-14	5	A	Tanzania	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ752679	RVA/Human_wt/ZAF/MRC_DPRU774/2000/G9P[6]	2000-04-04	5	A	South_Africa	G9_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ752613	RVA/Human_wt/SEN/MRC_DPRU2053/2009/G8P[6]	2009-01-02	5	A	Senegal	G8_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ870884	RVA/Human_wt/COD/KisB565/2010/G8P[6]	2010-04-22	5	A	Democratic_Republic_of_the_Congo	G8_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ870895	RVA/Human_wt/COD/KisB554/2010/G8P[6]	2010-02-27	5	A	Democratic_Republic_of_the_Congo	G8_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443272	RVA/Human_wt/AUS/CK20054/2010/G2P[4]	2010-10-14	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443538	RVA/Human_wt/AUS/CK20034/2006/G2P[4]	2006-10-30	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443351	RVA/Human_wt/AUS/CK20047/2011/G2P[4]	2011-05-25	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443472	RVA/Human_wt/AUS/CK20058/2010/G2P[4]	2010-11-15	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443173	RVA/Human_wt/AUS/CK20015/2000/G2P[4]	2000-09-12	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443250	RVA/Human_wt/AUS/CK20053/2010/G2P[4]	2010-10-01	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443239	RVA/Human_wt/AUS/CK20032/2006/G2P[4]	2006-09-20	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443736	RVA/Human_wt/AUS/CK20003/2000/G2P[4]	2000-07-15	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443217	RVA/Human_wt/AUS/CK20037/2008/G2P[4]	2008-01-09	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443648	RVA/Human_wt/AUS/CK20016/2000/G2P[4]	2000-09-14	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443129	RVA/Human_wt/AUS/CK20057/2010/G2P[4]	2010-11-14	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443294	RVA/Human_wt/AUS/CK20031/2006/G2P[4]	2006-08-11	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443692	RVA/Human_wt/AUS/CK20024/2006/G2P[4]	2006-07-01	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443162	RVA/Human_wt/AUS/CK20005/2000/G2P[4]	2000-07-27	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443318	RVA/Human_wt/AUS/CK20030/2006/G2P[4]	2006-08-06	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443261	RVA/Human_wt/AUS/CK20050/2010/G2P[4]	2010-11-27	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443384	RVA/Human_wt/AUS/CK20042/2010/G2P[4]	2010-09-19	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443758	RVA/Human_wt/AUS/CK20027/2006/G2P[4]	2006-07-19	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443703	RVA/Human_wt/AUS/CK20008/2000/G2P[4]	2000-08-14	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443195	RVA/Human_wt/AUS/CK20055/2010/G2P[4]	2010-10-23	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443395	RVA/Human_wt/AUS/CK20035/2006/G2P[4]	2006-11-25	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443428	RVA/Human_wt/AUS/CK20009/2000/G2P[4]	2000-09-01	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443461	RVA/Human_wt/AUS/CK20026/2006/G2P[4]	2006-07-09	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443206	RVA/Human_wt/AUS/CK20040/2010/G2P[4]	2010-08-15	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443494	RVA/Human_wt/AUS/CK20010/2000/G2P[4]	2000-09-04	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443305	RVA/Human_wt/AUS/CK20004/2000/G1P[8]P[4]_mixed_genotype	2000-07-17	5	A	Australia	G1_P[4]_P[8]_I2_R2_C2_M1_A2_N1_N2_T2_E2_H2_mixed_genotype	A2
KC443659	RVA/Human_wt/AUS/CK20025/2006/G2P[4]	2006-07-04	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443769	RVA/Human_wt/AUS/CK20022/2001/G2P[4]	2001-09-13	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443670	RVA/Human_wt/AUS/CK20006/2000/G2P[4]	2000-08-04	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443549	RVA/Human_wt/AUS/CK20049/2010/G2P[4]	2010-05-19	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443637	RVA/Human_wt/AUS/CK20046/2010/G2P[4]	2010-10-28	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443340	RVA/Human_wt/AUS/CK20020/2001/G2P[4]	2001-06-29	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443373	RVA/Human_wt/AUS/CK20060/2010/G2P[4]	2010-11-24	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443527	RVA/Human_wt/AUS/CK20014/2000/G2P[4]	2000-09-11	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443714	RVA/Human_wt/AUS/CK20007/2000/G2P[4]	2000-08-13	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443626	RVA/Human_wt/AUS/CK20028/2006/G2P[4]	2006-07-27	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443140	RVA/Human_wt/AUS/CK20012/2000/G2P[4]	2000-09-07	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443505	RVA/Human_wt/AUS/CK20023/2006/G2P[4]	2006-05-17	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443417	RVA/Human_wt/AUS/CK20011/2000/G2P[4]	2000-09-06	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443604	RVA/Human_wt/AUS/CK20002/2000/G2P[4]	2000-07-12	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443283	RVA/Human_wt/AUS/CK20017/2000/G2P[4]	2000-09-17	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443725	RVA/Human_wt/AUS/CK20013/2000/G2P[4]	2000-09-10	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443747	RVA/Human_wt/AUS/CK20059/2010/G2P[4]	2010-11-16	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443615	RVA/Human_wt/AUS/CK20052/2010/G2P[4]	2010-09-26	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443228	RVA/Human_wt/AUS/CK20045/2010/G2P[4]	2010-10-03	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443329	RVA/Human_wt/AUS/CK20033/2006/G2P[4]	2006-10-19	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443439	RVA/Human_wt/AUS/CK20018/2000/G2P[4]	2000-09-20	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443560	RVA/Human_wt/AUS/CK20029/2006/G2P[4]	2006-07-28	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443184	RVA/Human_wt/AUS/CK20021/2001/G2P[4]	2001-07-01	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443582	RVA/Human_wt/AUS/CK20001/1977/G2P[4]	1977-11-10	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443362	RVA/Human_wt/AUS/CK20038/2008/G6P[4]	2008-01-12	5	A	Australia	G6_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443681	RVA/Human_wt/AUS/CK20041/2010/G2P[4]	2010-09-01	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443516	RVA/Human_wt/AUS/CK20036/2007/G2P[4]	2007-05-02	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443406	RVA/Human_wt/AUS/CK20056/2010/G2P[4]	2010-10-24	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC443151	RVA/Human_wt/AUS/CK20044/2010/G2P[4]	2010-08-29	5	A	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ583191	RVA/Human_wt/ARG/Arg9467/2011/G3P6	2011-11-23	5	A	Argentina	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ583180	RVA/Human_wt/ARG/Arg9448/2011/G3P6	2011-11-30	5	A	Argentina	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ626960	RVA/Human_wt/PRY/1040SR/2005/G2P[4]	2005-07-XX	5	A	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975814	YR049	2012-06-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975817	YR054	2012-06-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975788	KN050	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975822	YR063	2012-07-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975799	YR014	2012-04-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975812	YR047	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975800	YR023	2012-04-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ753396	RVA/Human_wt/ZAF/MRC_DPRU2131/2005/G8P[8]	2005-09-26	5	A	South_Africa	G8_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ626768	RVA/Human_wt/PRY/1005SR/2005/G2P[4]_mixed_genotype	2005-07-XX	5	A	Paraguay	G2_P[4]_I2_R1_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	A2
KJ626721	RVA/Human_wt/PRY/1010SR/2005/G2G9P[4]_mixed_genotype	2005-07-XX	5	A	Paraguay	G2_G9_P[4]_I2_R1_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	A2
KJ412537	RVA/Human_wt/PRY/1636SR/2008/G2P[4]	2008-09-XX	5	A	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975773	NT004	2012-04-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975797	YR010	2012-04-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975810	YR044	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975809	YR043	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KP170866	Human_wt/BRA/18838CE/2009/G2P4	2009-03-31	5	A	Brazil	Gx_P[x]_Ix_Rx_Cx_Mx_A2_Nx_Tx_Ex_Hx	A2
AB975818	YR055	2012-06-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ753600	RVA/Human_wt/ZAF/MRC_DPRU1362/2007/G2P[4]	2007-05-15	5	A	South_Africa	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975778	NT019	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975790	KN052	2012-06-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975792	KN054	2012-06-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975791	KN053	2012-06-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ627004	RVA/Human_wt/PRY/412/1999/G1G4P[4]_mixed_genotype	1999-09-XX	5	A	Paraguay	G1_G4_P[4]_I1_I2_R1_R2_C2_M1_A2_N1_N2_T2_E2_H2_mixed_genotype	A2
AB975794	KN056	2012-06-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975783	KN011	2012-04-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ626933	RVA/Human_wt/PRY/1488SR/2007/G2P[4]	2007-07-XX	5	A	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975774	NT011	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975779	NT022	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975807	YR041	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ753782	RVA/Human_wt/ZAF/MRC_DPRU1195/2009/G2P[6]P[8]_mixed_genotype	2009-06-03	5	A	South_Africa	G2_P[6]_P[8]_I2_R2_C2_M1_M2_A2_N2_T2_E2_H2_mixed_genotype	A2
KJ753000	RVA/Human_wt/ZAF/MRC_DPRU1491/2010/G2P[4]P[8]_mixed_genotype	2010-06-15	5	A	South_Africa	G2_P[4]_P[8]_I2_R2_C1_C2_M1_M2_A2_N2_T2_E2_H2_mixed_genotype	A2
AB975780	NT023	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ626565	RVA/Human_wt/PRY/1463SR/2006/G2G9P[4]_mixed_genotype	2006-09-XX	5	A	Paraguay	G2_G9_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	A2
AB975782	KN010	2012-04-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KP170859	Human_wt/BRA/18649CE/2008/G2P4	2008-05-19	5	A	Brazil	Gx_P[x]_Ix_Rx_Cx_Mx_A2_Nx_Tx_Ex_Hx	A2
AB975816	YR051	2012-06-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975806	YR040	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975789	KN051	2012-06-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KP170865	Human_wt/BRA/18807CE/2009/G2P4	2009-03-03	5	A	Brazil	Gx_P[x]_Ix_Rx_Cx_Mx_A2_Nx_Tx_Ex_Hx	A2
KJ626710	RVA/Human_wt/PRY/1297SR/2005/G2P[4]	2005-09-XX	5	A	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975787	KN048	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975802	YR032	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KP170862	Human_wt/BRA/18681CE/2008/G2P4	2008-06-18	5	A	Brazil	Gx_P[x]_Ix_Rx_Cx_Mx_A2_Nx_Tx_Ex_Hx	A2
AB975811	YR046	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975775	NT013	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ626982	RVA/Human_wt/PRY/1157A/2007/G9P[4]	2007-10-XX	5	A	Paraguay	G9_P[4]_I2_R2_C2_M2_A2_N2_T1_E3_H2	A2
AB975777	NT016	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KC782514	human_wt/USA/LB1562/2010/G9P4	2010-05-15	5	A	USA	G9_P[4]_I2_R2_C2_M2_A2_N2_T2_E6_H2	A2
AB975796	KN059	2012-07-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ626993	RVA/Human_wt/PRY/1504SR/2007/G2P[4]	2007-08-XX	5	A	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975821	YR062	2012-07-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ627156	RVA/Human_wt/PRY/1071SR/2005/G2P[4]	2005-07-XX	5	A	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975820	YR061	2012-06-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ626824	RVA/Human_wt/PRY/1387SR/2006/G2G9P[4]_mixed_genotype	2006-08-XX	5	A	Paraguay	G2_G9_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	A2
AB975781	KN006	2012-04-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
AB975786	KN046	2012-05-XX	5	A	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	A2
KJ626888	RVA/Human_wt/PRY/1533SR/2007/G2G4P[4]_mixed_genotype	2007-08-XX	5	A	Paraguay	G2_G4_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	A2
