strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
KF636212	RVA/Human_wt/ZAF/MRC_DPRU1544/2010/G1P[8]	2010-07-25	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF636157	RVA/Human_wt/ZAF/MRC_DPRU2325/2009/G1P[8]	2009-06-19	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF636190	RVA/Human_wt/ZAF/MRC_DPRU1492/2010/G1P[8]	2010-06-16	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF636333	RVA/Human_wt/ZAF/MRC_DPRU1289/2007/G1P[8]	2007-04-27	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KC412052	RVA/Human_wt/ARG/Arg4671/2006/G4P6	2006-04-14	1	R	Argentina	Gx_P[6]_I1_R1_C1_M1_A8_N1_T1_E1_H1	R1
KC412043	RVA/Human_wt/ARG/Arg4605/2006/G4P6	2006-01-12	1	R	Argentina	Gx_P[6]_I1_R1_C1_M1_A8_N1_T7_E1_H1	R1
KF371873	RVA/Human_wt/CHN/E2835/2011/G3P[8]	2011-11-XX	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371959	RVA/Human_wt/CHN/R107/2003/G3P[8]	2003-11-26	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371785	RVA/Human_wt/CHN/E1367/2008/G3P[8]	2008-10-21	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371981	RVA/Human_wt/CHN/R1604/2011/G3P[8]	2011-01-19	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371752	RVA/Human_wt/CHN/E329/2007/G3P[8]	2007-06-18	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371708	RVA/Human_wt/CHN/31/2002/G3P[8]	2002-09-XX	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371829	RVA/Human_wt/CHN/E2421/2010/G3P[8]	2010-12-07	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371915	RVA/Human_wt/CHN/L1066/2009/G3P[8]	2009-02-08	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF372003	RVA/Human_wt/CHN/Z1557/2011/G3P[8]	2011-10-22	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371884	RVA/Human_wt/CHN/E3239/2012/G3P[8]	2012-09-XX	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371807	RVA/Human_wt/CHN/E1861/2009/G3P[8]	2009-10-19	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371774	RVA/Human_wt/CHN/E956/2008/G3P[8]	2008-02-25	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371895	RVA/Human_wt/CHN/L210/2005/G3P[8]	2005-02-07	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371970	RVA/Human_wt/CHN/R303/2004/G3P[8]	2004-01-05	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF372014	RVA/Human_wt/CHN/Z1602/2012/G3P[8]	2012-01-11	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371763	RVA/Human_wt/CHN/E707/2007/G3P[8]	2007-10-18	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371862	RVA/Human_wt/CHN/E2461/2011/G3P[8]	2011-01-09	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371948	RVA/Human_wt/CHN/L1450/2012/G3P[8]	2012-01-01	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371992	RVA/Human_wt/CHN/Y106/2004/G3P[8]	2004-10-21	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371926	RVA/Human_wt/CHN/R1267/2006/G3P[8]	2006-09-21	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371937	RVA/Human_wt/CHN/L1621/2013/G3P[8]	2013-03-02	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371677	RVA/Human_tc/CHN/L148/2004/G3P[8]	2004-12-02	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371851	RVA/Human_wt/CHN/E2432/2010/G3P[8]	2010-12-12	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371719	RVA/Human_wt/CHN/723/2003/G3P[8]	2003-01-31	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371698	RVA/Human_tc/CHN/Y111/2004/G3P[8]	2004-10-26	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371730	RVA/Human_wt/CHN/A16/2000/G3P[8]	2000-12-20	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371905	RVA/Human_wt/CHN/L478/2006/G3P[8]	2006-01-06	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371741	RVA/Human_wt/CHN/E093/2007/G3P[8]	2007-03-13	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371818	RVA/Human_wt/CHN/E2000/2010/G3P[8]	2010-02-01	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371688	RVA/Human_tc/CHN/R709/2005/G3P[8]	2005-08-10	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371796	RVA/Human_wt/CHN/E1857/2009/G3P[8]	2009-10-12	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371840	RVA/Human_wt/CHN/E2422/2010/G3P[8]	2010-12-07	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF371667	RVA/Human_tc/CHN/E566/2007/G3P[8]	2007-09-03	1	R	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752640	RVA/Human_wt/ZMB/MRC_DPRU3488/2009/G12P[6]	2009-07-20	1	R	Zambia	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752284	RVA/Human_wt/GMB/MRC_DPRU3174/2010/G1P[8]	2010-01-11	1	R	Gambia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752150	RVA/Human_wt/ZAF/MRC_DPRU120/2011/G1P[8]	2011-06-27	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752629	RVA/Human_wt/ETH/MRC_DPRU5010/2010/G12P[8]	2010-10-18	1	R	Ethiopia	G12_P[8]_I1_R1_C1_M1_A1_N1_T2_E1_H1	R1
KJ753571	RVA/Human_wt/ZAF/MRC_DPRU4079_11/2011/G1P[8]	2011-07-12	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ751982	RVA/Human_wt/ZWE/MRC_DPRU1734/2008/G9P[8]	2008-07-07	1	R	Zimbabwe	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752295	RVA/Human_wt/ZMB/MRC_DPRU3495/2009/G9P[6]	2009-10-19	1	R	Zambia	G9_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752596	RVA/Human_wt/TGO/MRC_DPRU5171/2010/G12P[8]	2010-12-XX	1	R	Togo	G12_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ753082	RVA/Human_wt/ZAF/MRC_DPRU135/2009/G1P[8]	2009-05-08	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752469	RVA/Human_wt/ZAF/MRC_DPRU1911/2007/G12P[6]	2007-10-18	1	R	South_Africa	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ751823	RVA/Human_wt/BFA/MRC_DPRU2862/2009/G1P[8]	2009-01-01	1	R	Burkina_Faso	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752427	RVA/Human_wt/ZAF/MRC_DPRU4569/2002/G1P[6]	2002-08-12	1	R	South_Africa	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752015	RVA/Human_wt/ZAF/MRC_DPRU6954/2011/G1P[8]	2011-09-24	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752563	RVA/Human_wt/ZAF/MRC_DPRU426/2004/G1P[8]	2004-03-24	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ751757	RVA/Human_wt/UGA/MRC_DPRU1944/2008/G9P[8]	2008-10-24	1	R	Uganda	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752541	RVA/Human_wt/ZAF/MRC_DPRU2107/2003/G1P[6]	2003-08-05	1	R	South_Africa	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752416	RVA/Human_wt/ZAF/MRC_DPRU400/2003/G1P[8]	2003-04-17	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ751768	RVA/Human_wt/ZAF/MRC_DPRU724/2006/G3P[8]	2006-04-12	1	R	South_Africa	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ751834	RVA/Human_wt/ZAF/MRC_DPRU1389/2009/G1P[8]	2009-09-16	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752261	RVA/Human_wt/ZAF/MRC_DPRU1190/2009/G1P[8]	2009-06-02	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752227	RVA/Human_wt/ZAF/MRC_DPRU1840_07/2007/G1P[8]	2007-09-09	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752037	RVA/Human_wt/SEN/MRC_DPRU2136/2009/G1P[6]	2009-02-19	1	R	Senegal	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ751878	RVA/Human_wt/ZMB/MRC_DPRU3507/2009/G12P[6]	2009-11-21	1	R	Zambia	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752328	RVA/Human_wt/ZAF/MRC_DPRU2198/2003/G1P[8]	2003-09-26	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752004	RVA/Human_wt/ETH/MRC_DPRU5002/2010/G12P[8]	2010-09-22	1	R	Ethiopia	G12_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ751691	RVA/Human_wt/ZAF/MRC_DPRU1270/2009/G1P[8]	2009-08-07	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ751933	RVA/Human_wt/SWZ/MRC_DPRU5119/2010/G1P[8]	2010-09-15	1	R	Swaziland	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752585	RVA/Human_wt/ZAF/MRC_DPRU121/2011/G1P[8]	2011-06-27	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752172	RVA/Human_wt/ZAF/MRC_DPRU799/2006/G1P[8]	2006-05-16	1	R	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ751591	RVA/Human_wt/TGO/MRC_DPRU5144/2010/G12P[8]	2010-09-XX	1	R	Togo	G12_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752383	RVA/Human_wt/TGO/MRC_DPRU1689/2008/G12P[6]	2008-12-23	1	R	Togo	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752497	RVA/Human_wt/ZAF/MRC_DPRU948/2002/G1P[6]	2002-02-17	1	R	South_Africa	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752530	RVA/Human_wt/ZMB/MRC_DPRU1680/2008/G12P[6]	2008-10-19	1	R	Zambia	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KJ752361	RVA/Human_wt/ZAF/MRC_DPRU75/2012/G12P[8]	2012-05-25	1	R	South_Africa	G12_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF447861	GX82	2010-03-05	1	R	China	G4_P[6]_I1_R1_C1_M1_A8_N1_T1_E1_H1	R1
KJ870911	RVA/Human_wt/COD/KisB521/2008/G12P[6]	2008-10-29	1	R	Democratic_Republic_of_the_Congo	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KF041441	GX54	2010-01-20	1	R	China	G4_P[6]_I1_R1_C1_M1_A8_N1_T1_E1_H1	R1
KF447850	GX78	2010-03-01	1	R	China	G4_P[6]_I1_R1_C1_M1_A8_N1_T1_E1_H1	R1
KJ870900	RVA/Human_wt/COD/KisB332/2008/G4P[6]	2008-09-25	1	R	Democratic_Republic_of_the_Congo	G4_P[6]_I1_R1_C1_M1_A1_N1_T7_E1_H1	R1
KF447839	GX77	2010-03-01	1	R	China	G4_P[6]_I1_R1_C1_M1_A8_N1_T1_E1_H1	R1
KJ870922	RVA/Human_wt/COD/KisB504/2009/G1P[6]	2009-01-28	1	R	Democratic_Republic_of_the_Congo	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
HQ391992	RVA/Human_wt/BEL/BE00003/2004/G9P[8]	2004-06-23	1	R	Belgium	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JX027813	RVA/Human_wt/AUS/CK00083/2008/G1P[8]	2008-01-16	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KC193633	RVA/Human_wt/Bel/BE00092/2003/G1P[8]	2003-03-28	1	R	Belgium	Gx_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JN258830	RVA/Human_wt/Bel/BE00073/2001/G1P[8]	2001-03-25	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JX027778	RVA/Human_wt/AUS/CK00076/2007/G1P[8]	2007-11-17	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JF490320	human/Victoria/CK00024/2005/G1P[8]	2005-10-26	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
HQ392245	RVA/Human_wt/BEL/BE00030/2008/G1P[8]	2008-01-17	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JF490523	human/Victoria/CK00048/2004/G1P[8]	2004-06-14	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JX027747	RVA/Human_wt/AUS/CK00074/2007/G1P[8]	2007-11-11	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JX027945	RVA/Human_wt/AUS/CK00097/2010/G1P[8]	2010-05-14	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
HQ392355	RVA/Human_wt/BEL/BE00040/2008/G1P[8]	2008-03-20	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JN258853	RVA/Human_wt/Bel/BE00079/2002/G1P[8]	2002-01-21	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KC443576	RVA/Human_wt/AUS/CK20019/2001/G1P[8]	2001-05-23	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JF490105	human/Victoria/CK00003/2004/G1P[8]	2004-06-16	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JX027708	RVA/Human_wt/AUS/CK00062/2007/G1P[8]	2007-10-08	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KC769426	RVA/Human_wt/AUS/CK00071/2007/G1P[8]	2007-11-06	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JF490479	human/Victoria/CK00043/2006/G1P[8]	2006-10-14	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
HQ392339	RVA/Human_wt/BEL/BE00038/2008/G1P[8]	2008-03-31	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JF490215	human/Victoria/CK00015/2005/G1P[8]	2005-04-13	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JN651808	RVA/Human_wt/Bel/BE00066/2000/G1P[8]	2000-02-19	1	R	Belgium	Gx_P[8]_I1_R1_C1_M1_A1_Nx_T1_Ex_H1	R1
JN258886	RVA/Human_wt/Bel/BE00090/2003/G1P[8]	2003-02-12	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JN635554	RVA/Human_wt/Bel/BE00111/2001/G1P[8]	2001-06-13	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	R1
JF490424	human/Victoria/CK00036/2005/G1P[8]	2005-08-20	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JN651884	RVA/Human_wt/Bel/BE00108/2010/G1P[8]	2010-04-20	1	R	Belgium	Gx_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	R1
KC769470	RVA/Human_wt/AUS/CK00090/2009/G1P[8]	2009-08-30	1	R	Australia	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	R1
JN258861	RVA/Human_wt/Bel/BE00082/2002/G1P[8]	2002-02-16	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JN651840	RVA/Human_wt/Bel/BE00096/2010/G1P[8]	2010-02-14	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_Nx_T1_E1_H1	R1
HQ392289	RVA/Human_wt/BEL/BE00034/2008/G1P[8]	2008-03-03	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JF490336	human/Victoria/CK00027/2054/G1P[8]	2005-12-17	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JX027890	RVA/Human_wt/AUS/CK00091/2009/G1P[8]	2009-09-26	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JX027908	RVA/Human_wt/AUS/CK00092/2009/G1P[8]	2009-09-29	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JN651753	RVA/Human_wt/Bel/BE00056/1999/G1P[8]	1999-12-26	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	R1
JF490391	human/Victoria/CK00033/2007/G1P[8]	2007-01-02	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
HQ392432	RVA/Human_wt/BEL/BE00046/2008/G1P[8]	2008-11-05	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JX027912	RVA/Human_wt/AUS/CK00094/2009/G1P[8]	2009-10-26	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KC195769	RVA/Human_wt/AUS/CK00081/2007/G1P[8]	2007-12-14	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KC769305	RVA/Human_wt/AUS/CK00055/2007/G1P[8]	2007-09-05	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JF490281	human/Victoria/CK00021/2005/G1P[8]	2005-07-17	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JX027879	RVA/Human_wt/AUS/CK00089/2009/G1P[8]	2009-05-10	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JN651876	RVA/Human_wt/Bel/BE00107/2002/G1P[8]	2002-06-11	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_Ax_N1_T1_E1_H1	R1
HQ392328	RVA/Human_wt/BEL/BE00037/2008/G1P[8]	2008-03-23	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JX027714	RVA/Human_wt/AUS/CK00063/2007/G1P[8]	2007-10-08	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KC769481	RVA/Human_wt/AUS/CK00098/2010/G1P[8]	2010-05-17	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
KC769459	RVA/Human_wt/AUS/CK00080/2007/G1P[8]	2007-12-02	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JF490171	human/Victoria/CK00009/2004/G1P[8]	2004-08-09	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JF490127	human/Victoria/CK00005/2004/G1P[8]	2004-07-17	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JX027670	RVA/Human_wt/AUS/CK00054/2007/G1P[8]	2007-08-30	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JF490303	human/Victoria/CK00023/2005/G1P[8]	2005-09-05	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JN258835	RVA/Human_wt/Bel/BE00076/2001/G1P[8]	2001-11-13	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JN258912	RVA/Human_wt/Bel/BE00097/2009/G1P[8]	2010-02-15	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JX027758	RVA/Human_wt/AUS/CK00075/2007/G1P[8]	2007-11-16	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
HQ392135	RVA/Human_wt/BEL/BE00019/2006/G1P[8]	2006-02-09	1	R	Belgium	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JX027681	RVA/Human_wt/AUS/CK00056/2007/G1P[8]	2007-09-17	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JF490237	human/Victoria/CK00017/2005/G1P[8]	2005-06-02	1	R	Australia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
JN635532	RVA/Human_wt/Bel/BE00051/1999/G1P[8]	1999-12-22	1	R	Belgium	Gx_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
AB861967	RVA/Human_tc/KEN/KDH684/2010/G12P[6]	2010-04-XX	1	R	Kenya	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	R1
