strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
KJ752394	RVA/Human_wt/GMB/MRC_DPRU3180/2010/G2P[6]	2010-01-21	1	R	Gambia	G2_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KF500519	RVA/Human_wt/USA/12US1134/2012/G3P[9]	2012-04-16	1	R	USA	G3_P[9]_I2_R2_C2_M2_A3_N2_T1_E2_H3	R2
KJ751658	RVA/Human_wt/ZAF/MRC_DPRU11070/1999/G9P[6]	1999-12-07	1	R	South_Africa	G9_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ751702	RVA/Human_wt/ZAF/MRC_DPRU384/2000/G9P[6]	2000-02-14	1	R	South_Africa	G9_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ752662	RVA/Human_wt/UGA/MRC_DPRU1922/2008/G8P[4]	2008-06-18	1	R	Uganda	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ752458	RVA/Human_wt/ZWE/MRC_DPRU3347/2010/G8P[4]	2010-06-26	1	R	Zimbabwe	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ752095	RVA/Human_wt/ETH/MRC_DPRU1873/2008/G3P[6]	2008-12-29	1	R	Ethiopia	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ752117	RVA/Human_wt/GNB/MRC_DPRU5625/2011/G6P[6]	2011-04-21	1	R	Guinea_Bissau	G6_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ752205	RVA/Human_wt/ZAF/MRC_DPRU82/2012/G2P[4]	2012-06-14	1	R	South_Africa	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ752618	RVA/Human_wt/SEN/MRC_DPRU2053/2009/G8P[6]	2009-01-02	1	R	Senegal	G8_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ870889	RVA/Human_wt/COD/KisB554/2010/G8P[6]	2010-02-27	1	R	Democratic_Republic_of_the_Congo	G8_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ870878	RVA/Human_wt/COD/KisB565/2010/G8P[6]	2010-04-22	1	R	Democratic_Republic_of_the_Congo	G8_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443499	RVA/Human_wt/AUS/CK20010/2000/G2P[4]	2000-09-04	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443719	RVA/Human_wt/AUS/CK20007/2000/G2P[4]	2000-08-13	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175083	RVA/Human_wt/IND/N37/2003/G10P[11]	2003-01-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC175126	RVA/Human_wt/IND/N184/2004/G10P[11]	2004-01-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443400	RVA/Human_wt/AUS/CK20035/2006/G2P[4]	2006-11-25	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443134	RVA/Human_wt/AUS/CK20057/2010/G2P[4]	2010-11-14	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443521	RVA/Human_wt/AUS/CK20036/2007/G2P[4]	2007-05-02	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175039	RVA/Human_wt/IND/N291/2004/G10P[11]	2004-05-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_Hx	R2
KC175061	RVA/Human_wt/IND/N330/2004/G10P[11]	2004-06-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443244	RVA/Human_wt/AUS/CK20032/2006/G2P[4]	2006-09-20	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443389	RVA/Human_wt/AUS/CK20042/2010/G2P[4]	2010-09-19	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443334	RVA/Human_wt/AUS/CK20033/2006/G2P[4]	2006-10-19	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC174910	RVA/Human_wt/IND/N121/2003/G10P[11]	2003-10-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443299	RVA/Human_wt/AUS/CK20031/2006/G2P[4]	2006-08-11	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC174995	RVA/Human_wt/IND/N223/2004/G10P[11]	2004-03-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_Hx	R2
KC443697	RVA/Human_wt/AUS/CK20024/2006/G2P[4]	2006-07-01	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443532	RVA/Human_wt/AUS/CK20014/2000/G2P[4]	2000-09-11	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443422	RVA/Human_wt/AUS/CK20011/2000/G2P[4]	2000-09-06	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175181	RVA/Human_wt/IND/N198/2004/G10P[11]	2004-01-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443675	RVA/Human_wt/AUS/CK20006/2000/G2P[4]	2000-08-04	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443543	RVA/Human_wt/AUS/CK20034/2006/G2P[4]	2006-10-30	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175280	RVA/Human_wt/IND/N313/2004/G10P[11]	2004-05-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC174974	RVA/Human_wt/IND/N210/2004/G10P[11]	2004-02-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_Hx	R2
KC443774	RVA/Human_wt/AUS/CK20022/2001/G2P[4]	2001-09-13	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443587	RVA/Human_wt/AUS/CK20001/1977/G2P[4]	1977-11-10	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC174888	RVA/Human_wt/IND/N62/2003/G10P[11]	2003-02-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443411	RVA/Human_wt/AUS/CK20056/2010/G2P[4]	2010-10-24	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443255	RVA/Human_wt/AUS/CK20053/2010/G2P[4]	2010-10-01	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443554	RVA/Human_wt/AUS/CK20049/2010/G2P[4]	2010-05-19	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443708	RVA/Human_wt/AUS/CK20008/2000/G2P[4]	2000-08-14	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443345	RVA/Human_wt/AUS/CK20020/2001/G2P[4]	2001-06-29	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175236	RVA/Human_wt/IND/N243/2004/G10P[11]	2004-03-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443763	RVA/Human_wt/AUS/CK20027/2006/G2P[4]	2006-07-19	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443510	RVA/Human_wt/AUS/CK20023/2006/G2P[4]	2006-05-17	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443311	RVA/Human_wt/AUS/CK20004/2000/G1P[8]P[4]_mixed_genotype	2000-07-17	1	R	Australia	G1_P[4]_P[8]_I2_R2_C2_M1_A2_N1_N2_T2_E2_H2_mixed_genotype	R2
KC175115	RVA/Human_wt/IND/N160/2003/G10P[11]	2003-12-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443664	RVA/Human_wt/AUS/CK20025/2006/G2P[4]	2006-07-04	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443466	RVA/Human_wt/AUS/CK20026/2006/G2P[4]	2006-07-09	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443730	RVA/Human_wt/AUS/CK20013/2000/G2P[4]	2000-09-10	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443288	RVA/Human_wt/AUS/CK20017/2000/G2P[4]	2000-09-17	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175017	RVA/Human_wt/IND/N273/2004/G10P[11]	2004-05-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_Hx	R2
KC175225	RVA/Human_wt/IND/N232/2004/G10P[11]	2004-03-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443653	RVA/Human_wt/AUS/CK20016/2000/G2P[4]	2000-09-14	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443222	RVA/Human_wt/AUS/CK20037/2008/G2P[4]	2008-01-09	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175094	RVA/Human_wt/IND/N83/2003/G10P[11]	2003-03-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_Hx	R2
KC174921	RVA/Human_wt/IND/N138/2003/G10P[11]	2003-11-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC175137	RVA/Human_wt/IND/N187/2004/G10P[11]	2004-01-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC175028	RVA/Human_wt/IND/N284/2004/G10P[11]	2004-05-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_Hx	R2
KC443200	RVA/Human_wt/AUS/CK20055/2010/G2P[4]	2010-10-23	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443433	RVA/Human_wt/AUS/CK20009/2000/G2P[4]	2000-09-01	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175269	RVA/Human_wt/IND/N292/2004/G10P[11]	2004-05-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443156	RVA/Human_wt/AUS/CK20044/2010/G2P[4]	2010-08-29	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443741	RVA/Human_wt/AUS/CK20003/2000/G2P[4]	2000-07-15	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175170	RVA/Human_wt/IND/N197/2004/G10P[11]	2004-01-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443565	RVA/Human_wt/AUS/CK20029/2006/G2P[4]	2006-07-28	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443378	RVA/Human_wt/AUS/CK20060/2010/G2P[4]	2010-11-24	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443178	RVA/Human_wt/AUS/CK20015/2000/G2P[4]	2000-09-12	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC174899	RVA/Human_wt/IND/N74/2003/G10P[11]	2003-03-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443752	RVA/Human_wt/AUS/CK20059/2010/G2P[4]	2010-11-16	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443211	RVA/Human_wt/AUS/CK20040/2010/G2P[4]	2010-08-15	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175006	RVA/Human_wt/IND/N240/2004/G10P[11]	2004-03-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443323	RVA/Human_wt/AUS/CK20030/2006/G2P[4]	2006-08-06	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443477	RVA/Human_wt/AUS/CK20058/2010/G2P[4]	2010-11-15	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC174954	RVA/Human_wt/IND/N192/2004/G10P[11]	2004-01-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC174964	RVA/Human_wt/IND/N203/2004/G10P[11]	2004-01-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_Hx	R2
KC174877	RVA/Human_wt/IND/N39/2003/G10P[11]	2003-01-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443233	RVA/Human_wt/AUS/CK20045/2010/G2P[4]	2010-10-03	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443167	RVA/Human_wt/AUS/CK20005/2000/G2P[4]	2000-07-27	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443277	RVA/Human_wt/AUS/CK20054/2010/G2P[4]	2010-10-14	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443266	RVA/Human_wt/AUS/CK20050/2010/G2P[4]	2010-11-27	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC174985	RVA/Human_wt/IND/N215/2004/G10P[11]	2004-02-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC175258	RVA/Human_wt/IND/N259/2004/G10P[11]	2004-04-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443189	RVA/Human_wt/AUS/CK20021/2001/G2P[4]	2001-07-01	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175072	RVA/Human_wt/IND/N375/2004/G10P[11]	2004-07-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443444	RVA/Human_wt/AUS/CK20018/2000/G2P[4]	2000-09-20	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175148	RVA/Human_wt/IND/N188/2004/G10P[11]	2004-01-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443784	RVA/Human_wt/AUS/CK20051/2010/G2P[4]	2010-09-19	1	R	Australia	G2_P[4]_I2_R2_C2_M2_Ax_N2_T2_E2_H2	R2
KC174866	RVA/Human_wt/IND/N36/2003/G10P[11]	2003-01-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC174943	RVA/Human_wt/IND/N191/2004/G10P[11]	2004-01-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443356	RVA/Human_wt/AUS/CK20047/2011/G2P[4]	2011-05-25	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175192	RVA/Human_wt/IND/N212/2004/G10P[11]	2004-02-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC174932	RVA/Human_wt/IND/N190/2004/G10P[11]	2004-01-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443686	RVA/Human_wt/AUS/CK20041/2010/G2P[4]	2010-09-01	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175214	RVA/Human_wt/IND/N228/2004/G10P[11]	2004-03-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443145	RVA/Human_wt/AUS/CK20012/2000/G2P[4]	2000-09-07	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175050	RVA/Human_wt/IND/N329/2004/G10P[11]	2004-06-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_Hx	R2
KC175203	RVA/Human_wt/IND/N214/2004/G10P[11]	2004-02-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443598	RVA/Human_wt/AUS/CK20039/2008/G1P[8]	2008-02-01	1	R	Australia	G1_P[8]_I2_R2_C2_M2_A3_N2_T6_E2_H3	R2
KC175247	RVA/Human_wt/IND/N247/2004/G10P[11]	2004-03-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC443367	RVA/Human_wt/AUS/CK20038/2008/G6P[4]	2008-01-12	1	R	Australia	G6_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443642	RVA/Human_wt/AUS/CK20046/2010/G2P[4]	2010-10-28	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC175159	RVA/Human_wt/IND/N196/2004/G10P[11]	2004-01-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_H3	R2
KC175104	RVA/Human_wt/IND/N137/2003/G10P[11]	2003-11-XX	1	R	India	G10_P[11]_I2_R2_C2_M2_A1_N1_T1_E2_Hx	R2
KC443620	RVA/Human_wt/AUS/CK20052/2010/G2P[4]	2010-09-26	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443631	RVA/Human_wt/AUS/CK20028/2006/G2P[4]	2006-07-27	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KC443609	RVA/Human_wt/AUS/CK20002/2000/G2P[4]	2000-07-12	1	R	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KF812724	Human/KOR/Seoul1622/2011/G9P[4]	2011-04-20	1	R	South_Korea	G9_P[4]_I2_R2_C1_M1_A1_N1_T1_E1_H1	R2
KJ583196	RVA/Human_wt/ARG/Arg9467/2011/G3P6	2011-11-23	1	R	Argentina	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ583185	RVA/Human_wt/ARG/Arg9448/2011/G3P6	2011-11-30	1	R	Argentina	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
AB975658	YR042	2012-05-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
AB975645	KN057	2012-06-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
AB975661	YR046	2012-05-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
AB975672	YR063	2012-07-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
AB975630	NT023	2012-05-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ753787	RVA/Human_wt/ZAF/MRC_DPRU1195/2009/G2P[6]P[8]_mixed_genotype	2009-06-03	1	R	South_Africa	G2_P[6]_P[8]_I2_R2_C2_M1_M2_A2_N2_T2_E2_H2_mixed_genotype	R2
KC782519	human_wt/USA/LB1562/2010/G9P4	2010-05-15	1	R	USA	G9_P[4]_I2_R2_C2_M2_A2_N2_T2_E6_H2	R2
KJ753605	RVA/Human_wt/ZAF/MRC_DPRU1362/2007/G2P[4]	2007-05-15	1	R	South_Africa	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ626604	RVA/Human_wt/PRY/1388SR/2006/G2P[4]	2006-08-XX	1	R	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ626893	RVA/Human_wt/PRY/1533SR/2007/G2G4P[4]_mixed_genotype	2007-08-XX	1	R	Paraguay	G2_G4_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	R2
AB975633	KN011	2012-04-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
AB975660	YR044	2012-05-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
AB975626	NT015	2012-05-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
AB975629	NT022	2012-05-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ626998	RVA/Human_wt/PRY/1504SR/2007/G2P[4]	2007-08-XX	1	R	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
AB975671	YR062	2012-07-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
AB975644	KN056	2012-06-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
AB975642	KN054	2012-06-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
AB975639	KN051	2012-06-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ753401	RVA/Human_wt/ZAF/MRC_DPRU2131/2005/G8P[8]	2005-09-26	1	R	South_Africa	G8_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
AB975664	YR049	2012-06-XX	1	R	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	R2
KJ626859	RVA/Human_wt/PRY/1255SR/2005/G2G9P[4]_mixed_genotype	2005-09-XX	1	R	Paraguay	G2_G9_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	R2
