strain	strain_name	date	segment	country	host
MK480583.1	Influenza C virus (C/Thailand/c5395_PB2_gene/2015) segment 1 polymerase PB2 (PB2) gene, partial cds	2015-01-07	PB2	Thailand	Homo sapiens MK480583.1
MK480597.1	Influenza C virus (C/Thailand/B12983_PB2_gene/2015) segment 1 polymerase PB2 (PB2) gene, partial cds	2015-09-25	PB2	Thailand	Homo sapiens MK480597.1
MK480604.1	Influenza C virus (C/Thailand/CN38_PB2_gene/2017) segment 1 polymerase PB2 (PB2) gene, partial cds	2017-03-07	PB2	Thailand	Homo sapiens MK480604.1
MK050104.1	Influenza C virus (C/Seoul/APD462/2015) segment 1 polymerase PB2 (PB2) gene, complete cds	2015-04-11	PB2	South Korea	Homo sapiens MK050104.1
LC327652.1	Influenza C virus (C/Iwate/1/2016) PB2 gene for polymerase 2, partial cds	2016-03-XX	PB2	Japan	Homo sapiens LC327652.1
KT232082.1	Influenza C virus (C/India/P119564/2011) segment 1 polymerase PB2 (PB2) gene, partial cds	2011-06-10	PB2	India	Homo sapiens KT232082.1
LC123289.1	Influenza C virus (C/Sapporo/71) PB2 gene for polymerase 2, complete cds	1971-XX-XX	PB2	Japan	Homo sapiens LC123289.1
LC123291.1	Influenza C virus (C/New Jersey/1/76) PB2 gene for polymerase 2, complete cds	1976-XX-XX	PB2	USA	Homo sapiens LC123291.1
LC123294.1	Influenza C virus (C/California/78) PB2 gene for polymerase 2, complete cds	1978-XX-XX	PB2	USA	Homo sapiens LC123294.1
LC123295.1	Influenza C virus (C/Kansas/1/79) PB2 gene for polymerase 2, complete cds	1979-XX-XX	PB2	USA	Homo sapiens LC123295.1
LC123297.1	Influenza C virus (C/Kyoto/1/79) PB2 gene for polymerase 2, complete cds	1979-XX-XX	PB2	Japan	Homo sapiens LC123297.1
LC123298.1	Influenza C virus (C/Shizuoka/79) PB2 gene for polymerase 2, complete cds	1979-XX-XX	PB2	Japan	Homo sapiens LC123298.1
LC123300.1	Influenza C virus (C/Aichi/1/81) PB2 gene for polymerase 2, complete cds	1981-XX-XX	PB2	Japan	Homo sapiens LC123300.1
LC123301.1	Influenza C virus (C/Yamagata/7/81) PB2 gene for polymerase 2, complete cds	1981-03-18	PB2	Japan	Homo sapiens LC123301.1
LC123302.1	Influenza C virus (C/Yamagata/10/1981) PB2 gene for polymerase 2, complete cds	1981-03-18	PB2	Japan	Homo sapiens LC123302.1
LC123303.1	Influenza C virus (C/Yamagata/26/81) PB2 gene for polymerase 2, complete cds	1981-03-18	PB2	Japan	Homo sapiens LC123303.1
LC123305.1	Influenza C virus (C/Sao Paulo/378/82) PB2 gene for polymerase 2, complete cds	1982-XX-XX	PB2	Brazil	Homo sapiens LC123305.1
LC123307.1	Influenza C virus (C/England/892/1983) PB2 gene for polymerase 2, complete cds	1983-XX-XX	PB2	United Kingdom	Homo sapiens LC123307.1
LC123308.1	Influenza C virus (C/Yamagata/7/88) PB2 gene for polymerase 2, complete cds	1988-11-03	PB2	Japan	Homo sapiens LC123308.1
LC123309.1	Influenza C virus (C/Yamagata/9/88) PB2 gene for polymerase 2, complete cds	1988-12-12	PB2	Japan	Homo sapiens LC123309.1
LC123310.1	Influenza C virus (C/Yamagata/10/89) PB2 gene for polymerase 2, complete cds	1989-08-03	PB2	Japan	Homo sapiens LC123310.1
LC123311.1	Influenza C virus (C/Miyagi/5/91) PB2 gene for polymerase 2, complete cds	1991-02-25	PB2	Japan	Homo sapiens LC123311.1
LC123312.1	Influenza C virus (C/Yamagata/4/92) PB2 gene for polymerase 2, complete cds	1992-11-19	PB2	Japan	Homo sapiens LC123312.1
LC123313.1	Influenza C virus (C/Yamagata/5/92) PB2 gene for polymerase 2, complete cds	1992-11-26	PB2	Japan	Homo sapiens LC123313.1
LC123314.1	Influenza C virus (C/Yamagata/1/93) PB2 gene for polymerase 2, complete cds	1993-04-30	PB2	Japan	Homo sapiens LC123314.1
LC123315.1	Influenza C virus (C/Miyagi/1/93) PB2 gene for polymerase 2, complete cds	1993-02-02	PB2	Japan	Homo sapiens LC123315.1
LC123316.1	Influenza C virus (C/Miyagi/3/93) PB2 gene for polymerase 2, complete cds	1993-04-13	PB2	Japan	Homo sapiens LC123316.1
LC123318.1	Influenza C virus (C/Miyagi/8/96) PB2 gene for polymerase 2, complete cds	1996-05-23	PB2	Japan	Homo sapiens LC123318.1
LC123319.1	Influenza C virus (C/Miyagi/9/96) PB2 gene for polymerase 2, complete cds	1996-06-03	PB2	Japan	Homo sapiens LC123319.1
LC123320.1	Influenza C virus (C/Yamagata/8/96) PB2 gene for polymerase 2, complete cds	1996-06-13	PB2	Japan	Homo sapiens LC123320.1
LC123321.1	Influenza C virus (C/Yamagata/13/98) PB2 gene for polymerase 2, complete cds	1998-06-08	PB2	Japan	Homo sapiens LC123321.1
LC123323.1	Influenza C virus (C/Yamagata/3/2000) PB2 gene for polymerase 2, complete cds	2000-02-02	PB2	Japan	Homo sapiens LC123323.1
LC123324.1	Influenza C virus (C/Yamagata/6/2000) PB2 gene for polymerase 2, complete cds	2000-03-21	PB2	Japan	Homo sapiens LC123324.1
LC123325.1	Influenza C virus (C/Yamagata/5/2002) PB2 gene for polymerase 2, complete cds	2002-02-07	PB2	Japan	Homo sapiens LC123325.1
LC123326.1	Influenza C virus (C/Yamagata/7/2002) PB2 gene for polymerase 2, complete cds	2002-02-16	PB2	Japan	Homo sapiens LC123326.1
LC123327.1	Influenza C virus (C/Miyagi/4/2002) PB2 gene for polymerase 2, complete cds	2002-01-24	PB2	Japan	Homo sapiens LC123327.1
LC123328.1	Influenza C virus (C/Miyagi/11/2002) PB2 gene for polymerase 2, complete cds	2002-02-22	PB2	Japan	Homo sapiens LC123328.1
LC123329.1	Influenza C virus (C/Miyagi/20/2002) PB2 gene for polymerase 2, complete cds	2002-03-17	PB2	Japan	Homo sapiens LC123329.1
LC123330.1	Influenza C virus (C/Miyagi/28/2002) PB2 gene for polymerase 2, complete cds	2002-04-22	PB2	Japan	Homo sapiens LC123330.1
LC123331.1	Influenza C virus (C/Miyagi/31/2002) PB2 gene for polymerase 2, complete cds	2002-06-18	PB2	Japan	Homo sapiens LC123331.1
LC123332.1	Influenza C virus (C/Yamagata/3/2004) PB2 gene for polymerase 2, complete cds	2004-04-16	PB2	Japan	Homo sapiens LC123332.1
LC123333.1	Influenza C virus (C/Yamagata/14/2004) PB2 gene for polymerase 2, complete cds	2004-05-07	PB2	Japan	Homo sapiens LC123333.1
LC123334.1	Influenza C virus (C/Yamagata/15/2004) PB2 gene for polymerase 2, complete cds	2004-05-11	PB2	Japan	Homo sapiens LC123334.1
LC123335.1	Influenza C virus (C/Yamagata/18/2004) PB2 gene for polymerase 2, complete cds	2004-05-14	PB2	Japan	Homo sapiens LC123335.1
LC123337.1	Influenza C virus (C/Yamagata/27/2004) PB2 gene for polymerase 2, complete cds	2004-05-24	PB2	Japan	Homo sapiens LC123337.1
LC123338.1	Influenza C virus (C/Miyagi/12/2004) PB2 gene for polymerase 2, complete cds	2004-02-27	PB2	Japan	Homo sapiens LC123338.1
LC123339.1	Influenza C virus (C/Miyagi/25/2004) PB2 gene for polymerase 2, complete cds	2004-03-31	PB2	Japan	Homo sapiens LC123339.1
LC123340.1	Influenza C virus (C/Miyagi/42/2004) PB2 gene for polymerase 2, complete cds	2004-05-27	PB2	Japan	Homo sapiens LC123340.1
LC123341.1	Influenza C virus (C/Miyagi/47/2004) PB2 gene for polymerase 2, complete cds	2004-06-18	PB2	Japan	Homo sapiens LC123341.1
LC123342.1	Influenza C virus (C/Yamagata/1/2005) PB2 gene for polymerase 2, complete cds	2005-06-07	PB2	Japan	Homo sapiens LC123342.1
LC123343.1	Influenza C virus (C/Yamagata/2/2005) PB2 gene for polymerase 2, complete cds	2005-07-05	PB2	Japan	Homo sapiens LC123343.1
LC123344.1	Influenza C virus (C/Yamagata/3/2005) PB2 gene for polymerase 2, complete cds	2005-09-07	PB2	Japan	Homo sapiens LC123344.1
LC123345.1	Influenza C virus (C/Miyagi/2/2005) PB2 gene for polymerase 2, complete cds	2005-04-07	PB2	Japan	Homo sapiens LC123345.1
LC123346.1	Influenza C virus (C/Miyagi/4/2005) PB2 gene for polymerase 2, complete cds	2005-05-16	PB2	Japan	Homo sapiens LC123346.1
LC123348.1	Influenza C virus (C/Fukuoka/2/2006) PB2 gene for polymerase 2, complete cds	2006-03-08	PB2	Japan	Homo sapiens LC123348.1
LC123349.1	Influenza C virus (C/Yamagata/1/2006) PB2 gene for polymerase 2, complete cds	2006-01-23	PB2	Japan	Homo sapiens LC123349.1
LC123351.1	Influenza C virus (C/Yamagata/13/2006) PB2 gene for polymerase 2, complete cds	2006-08-08	PB2	Japan	Homo sapiens LC123351.1
LC123364.1	Influenza C virus (C/Yamagata/1/2012) PB2 gene for polymerase 2, complete cds	2012-01-16	PB2	Japan	Homo sapiens LC123364.1
LC123366.1	Influenza C virus (C/Yamagata/4/2012) PB2 gene for polymerase 2, complete cds	2012-02-22	PB2	Japan	Homo sapiens LC123366.1
LC123367.1	Influenza C virus (C/Yamagata/7/2012) PB2 gene for polymerase 2, complete cds	2012-03-14	PB2	Japan	Homo sapiens LC123367.1
LC123369.1	Influenza C virus (C/Yamagata/28/2012) PB2 gene for polymerase 2, complete cds	2012-07-12	PB2	Japan	Homo sapiens LC123369.1
LC123373.1	Influenza C virus (C/Yamagata/6/2014) PB2 gene for polymerase 2, complete cds	2014-04-16	PB2	Japan	Homo sapiens LC123373.1
LC123374.1	Influenza C virus (C/Yamagata/13/2014) PB2 gene for polymerase 2, complete cds	2014-05-14	PB2	Japan	Homo sapiens LC123374.1
LC123375.1	Influenza C virus (C/Yamagata/16/2014) PB2 gene for polymerase 2, complete cds	2014-05-21	PB2	Japan	Homo sapiens LC123375.1
LC123376.1	Influenza C virus (C/Yamagata/30/2014) PB2 gene for polymerase 2, complete cds	2014-06-04	PB2	Japan	Homo sapiens LC123376.1
LC123377.1	Influenza C virus (C/Yamagata/32/2014) PB2 gene for polymerase 2, complete cds	2014-06-17	PB2	Japan	Homo sapiens LC123377.1
LC123378.1	Influenza C virus (C/Yamagata/33/2014) PB2 gene for polymerase 2, complete cds	2014-07-22	PB2	Japan	Homo sapiens LC123378.1
LC123379.1	Influenza C virus (C/Yamagata/35/2014) PB2 gene for polymerase 2, complete cds	2014-08-20	PB2	Japan	Homo sapiens LC123379.1
LC123380.1	Influenza C virus (C/Miyagi/2/2014) PB2 gene for polymerase 2, complete cds	2014-04-30	PB2	Japan	Homo sapiens LC123380.1
LC123381.1	Influenza C virus (C/Miyagi/5/2014) PB2 gene for polymerase 2, complete cds	2014-05-17	PB2	Japan	Homo sapiens LC123381.1
LC123382.1	Influenza C virus (C/Miyagi/6/2014) PB2 gene for polymerase 2, complete cds	2014-06-02	PB2	Japan	Homo sapiens LC123382.1
LC123383.1	Influenza C virus (C/Tokyo/1/2014) PB2 gene for polymerase 2, complete cds	2014-02-01	PB2	Japan	Homo sapiens LC123383.1
LC123384.1	Influenza C virus (C/Tokyo/4/2014) PB2 gene for polymerase 2, complete cds	2014-04-23	PB2	Japan	Homo sapiens LC123384.1
KM507545.1	Influenza C virus (C/India/P121719/2012) segment 1 polymerase PB2 (PB2) gene, complete cds	2012-02-24	PB2	India	Homo sapiens KM507545.1
KM507552.1	Influenza C virus (C/India/P135047/2013) segment 1 polymerase PB2 (PB2) gene, complete cds	2013-04-25	PB2	India	Homo sapiens KM507552.1
KT835340.1	Influenza C virus (C/Scotland/7482/2007) segment 1 polymerase PB2 (PB2) gene, partial cds	2007-12-XX	PB2	United Kingdom	Homo sapiens KT835340.1
KT835341.1	Influenza C virus (C/Scotland/7383/2007) segment 1 polymerase PB2 (PB2) gene, partial cds	2007-12-XX	PB2	United Kingdom	Homo sapiens KT835341.1
KT835344.1	Influenza C virus (C/Scotland/5500/2007) segment 1 polymerase PB2 (PB2) gene, partial cds	2007-07-XX	PB2	United Kingdom	Homo sapiens KT835344.1
KM504277.1	Influenza C virus (C/Victoria/2/2012) segment 1 polymerase PB2 (PB2) gene, complete cds	2012-XX-XX	PB2	Australia	Homo sapiens KM504277.1
JX963126.1	Influenza C virus (C/Singapore/DSO-050530/2006) segment 1 polymerase PB2 (PB2) gene, partial cds	2006-05-18	PB2	Singapore	Homo sapiens JX963126.1
JX963127.1	Influenza C virus (C/Singapore/DSO-070170/2006) segment 1 polymerase PB2 (PB2) gene, partial cds	2006-11-17	PB2	Singapore	Homo sapiens JX963127.1
JX963128.1	Influenza C virus (C/Singapore/DSO-070193/2006) segment 1 polymerase PB2 (PB2) gene, partial cds	2006-11-29	PB2	Singapore	Homo sapiens JX963128.1
JX963129.1	Influenza C virus (C/Singapore/DSO-070203/2006) segment 1 polymerase PB2 (PB2) gene, partial cds	2006-12-04	PB2	Singapore	Homo sapiens JX963129.1
JX947865.1	Influenza C virus (C/Eastern India/1202/2011) segment 1 polymerase PB2 (PB2) gene, partial cds	2011-07-15	PB2	India	Homo sapiens JX947865.1
X55992.1	Influenza C virus (STRAIN C/BERLIN/1/85) mRNA for basic polymerase 2 precursor	1985-XX-XX	PB2		X55992.1
