Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI478061	yam	B/Christchurch/346/2004	ha		Other Database Import	GISAID
EPI481968	yam	B/Sydney/4/2004	ha		Other Database Import	GISAID
EPI503125	yam	B/Christchurch/22/2004	ha		Other Database Import	GISAID
EPI155175	yam	B/HunanLusong/1354/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI161554	yam	B/Jiangxi/156/2006	ha		Other Database Import	GISAID
EPI110528	yam	B/Taiwan/81/2005	ha		Other Database Import	GISAID
EPI484869	yam	B/Victoria/508/2004	ha		Other Database Import	GISAID
EPI157216	yam	B/Taiwan/637/2005	ha		Centers For Disease Control And Prevention	GISAID
EPI314981	yam	B/Scotland/22/2005	ha		Other Database Import	GISAID
EPI43572	yam	B/California/2/2002	ha		Other Database Import	GISAID
EPI43554	yam	B/Minnesota/14/2001	ha		Other Database Import	GISAID
EPI15340	yam	B/Texas/3/2002	ha		Other Database Import	GISAID
EPI117517	yam	B/Malaysia/53/2005	ha	Institut Penyelidikan Perubatan	Other Database Import	GISAID
EPI374375	yam	B/Malaysia/30397/2004	ha		Other Database Import	GISAID
EPI117620	yam	B/Malaysia/1526/2004	ha	Institut Penyelidikan Perubatan	Other Database Import	GISAID
EPI1938011	yam	B/Malaysia/1985/2004	ha	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI123937	yam	B/Johannesburg/439/2006	ha		Other Database Import	GISAID
EPI1989507	yam	B/SriLanka/14583/2004	ha	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI484209	yam	B/Christchurch/287/2004	ha		Other Database Import	GISAID
EPI478080	yam	B/Victoria/503/2005	ha		Other Database Import	GISAID
EPI482000	yam	B/Christchurch/33/2004	ha		Other Database Import	GISAID
EPI156875	yam	B/Brazil/936/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI296026	yam	B/Incheon/4502/2007	ha		Other Database Import	GISAID
EPI518611	yam	B/NewYork/1124/2007	ha		Other Database Import	GISAID
EPI605413	yam	B/Santiago/4364/2007	ha		Other Database Import	GISAID
EPI155746	yam	B/Valparaiso/857/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI315039	yam	B/England/554/2006	ha		Other Database Import	GISAID
EPI457185	yam	B/Florida/4/2006	ha		Other Database Import	GISAID
EPI215496	yam	B/Minnesota/8/2009	ha	Minnesota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI155752	yam	B/Valdivia/7038/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI483596	yam	B/Brisbane/27/2007	ha		Other Database Import	GISAID
EPI171408	yam	B/HongKong/1267/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI172565	yam	B/Taiwan/406/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI172567	yam	B/Taiwan/409/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI171407	yam	B/Bolivia/488/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI156019	yam	B/Santiago/9153/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI155148	yam	B/Argentina/622/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI376774	yam	B/Catalonia/S512/2008	ha	Barcelona, Facultad De Medicina	Hospital Clinic	GISAID
EPI518458	yam	B/NewYork/1104/2007	ha		Other Database Import	GISAID
EPI134354	yam	B/NewJersey/3/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI371241	yam	B/Maracay/FLU9868/2008	ha		Other Database Import	GISAID
EPI483628	yam	B/Brisbane/30/2007	ha		Other Database Import	GISAID
EPI483652	yam	B/Brisbane/1/2008	ha	Queensland Health Scientific Services	Other Database Import	GISAID
EPI376758	yam	B/Catalonia/S494/2007	ha	Barcelona, Facultad De Medicina	Hospital Clinic	GISAID
EPI168163	yam	B/Argentina/72/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI259156	yam	B/RiodeJaneiro/379/2007	ha		Other Database Import	GISAID
EPI605144	yam	B/Taiwan/125/2008	ha		Other Database Import	GISAID
EPI171959	yam	B/Kawasaki/1/2008	ha		National Institute Of Infectious Diseases (niid)	GISAID
EPI187477	yam	B/Tochigi/20/2008	ha		National Institute Of Infectious Diseases (niid)	GISAID
EPI171411	yam	B/Guam/7123/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI605198	yam	B/Pune/36813/2003	ha		Other Database Import	GISAID
EPI43624	yam	B/Nebraska/5/2003	ha		Other Database Import	GISAID
EPI43620	yam	B/Pennsylvania/3/2003	ha		Other Database Import	GISAID
EPI43658	yam	B/NewYork/19/2004	ha		Other Database Import	GISAID
EPI43656	yam	B/NewYork/17/2004	ha		Other Database Import	GISAID
EPI157195	yam	B/SaintLucia/1689/2004	ha		Centers For Disease Control And Prevention	GISAID
EPI43680	yam	B/California/3/2004	ha		Other Database Import	GISAID
EPI43693	yam	B/Colorado/5/2004	ha		Other Database Import	GISAID
EPI1447671	yam	B/Malaysia/234/2003	ha	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI481876	yam	B/Victoria/500/2003	ha		Other Database Import	GISAID
EPI945	yam	B/Yamagata/1311/2003	ha		Other Database Import	GISAID
EPI157022	yam	B/HongKong/466/2003	ha		Centers For Disease Control And Prevention	GISAID
EPI605403	yam	B/Pune/36407/2003	ha		Other Database Import	GISAID
EPI156929	yam	B/Egypt/339/2004	ha		Centers For Disease Control And Prevention	GISAID
EPI1447675	yam	B/Malaysia/915/2003	ha	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI603999	yam	B/Concepcion/8881/2004	ha		Other Database Import	GISAID
EPI159954	yam	B/Florida/7/2004	ha		Other Database Import	GISAID
EPI157147	yam	B/Peru/1322/2004	ha		Centers For Disease Control And Prevention	GISAID
EPI605445	yam	B/Belem/432/2005	ha		Other Database Import	GISAID
EPI156872	yam	B/Brazil/265/2005	ha		Centers For Disease Control And Prevention	GISAID
EPI13769	yam	B/Milan/66/2004	ha		Other Database Import	GISAID
EPI43638	yam	B/Texas/1/2004	ha		Other Database Import	GISAID
EPI156897	yam	B/Canada/580/2004	ha		Centers For Disease Control And Prevention	GISAID
EPI347319	yam	B/Madagascar/1517/2005	ha	Institut Pasteur De Madagascar	National Institute For Medical Research	GISAID
EPI156895	yam	B/Canada/559/2004	ha		Centers For Disease Control And Prevention	GISAID
EPI605557	yam	B/Pune/37807/2003	ha		Other Database Import	GISAID
EPI157144	yam	B/Panama/488710/2004	ha		Centers For Disease Control And Prevention	GISAID
EPI338057	yam	B/NewJersey/NHRC0001/2005	ha		Other Database Import	GISAID
EPI314956	yam	B/England/44980358/2004	ha		Other Database Import	GISAID
EPI481912	yam	B/Victoria/108/2004	ha		Other Database Import	GISAID
EPI1447666	yam	B/Indonesia/918099/2003	ha	U.s. Namru 2   Indonesia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI157072	yam	B/Indonesia/5527/2004	ha		Centers For Disease Control And Prevention	GISAID
EPI43944	yam	B/Arizona/3/2006	ha		Other Database Import	GISAID
EPI43940	yam	B/Alabama/1/2006	ha		Other Database Import	GISAID
EPI1447672	yam	B/Malaysia/522/2003	ha	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI117608	yam	B/Malaysia/1228/2004	ha	Institut Penyelidikan Perubatan	Other Database Import	GISAID
EPI158345	yam	B/Bangladesh/1164777/2003	ha		Centers For Disease Control And Prevention	GISAID
EPI157209	yam	B/Taiwan/1549/2004	ha		Centers For Disease Control And Prevention	GISAID
EPI2020705	yam	B/Taiwan/142/2005	ha	Center For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI687352	yam	B/Taiwan/1319/2004	ha		Other Database Import	GISAID
EPI1938781	yam	B/Macau/131/2004	ha	Laboratorio De Saude Publico	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1447667	yam	B/Indonesia/918209/2003	ha	U.s. Namru 2   Indonesia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI101501	yam	B/Arizona/135/2005	ha		Other Database Import	GISAID
EPI155489	yam	B/Vietnam/112/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI110496	yam	B/Nairobi/670/2005	ha	Ari Unit, Kenya Medical Research Institute (kemri   Nic), Centre For Virus Research Annex, P.o Box 54628	Other Database Import	GISAID
EPI157151	yam	B/Peru/4020/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI605482	yam	B/Peru/2985/2006	ha		Other Database Import	GISAID
EPI123040	yam	B/California/17/2005	ha		Other Database Import	GISAID
EPI347327	yam	B/Johannesburg/179/2005	ha	National Institute For Communicable Disease	National Institute For Medical Research	GISAID
EPI1989497	yam	B/Philippines/561/2005	ha	Research Institute Of Tropical Medicine	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1989492	yam	B/Perth/110/2005	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI374511	yam	B/Malaysia/1712152/2007	ha		Other Database Import	GISAID
EPI374575	yam	B/Malaysia/1818085/2007	ha		Other Database Import	GISAID
EPI155307	yam	B/Singapore/32/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI374551	yam	B/Malaysia/1759914/2007	ha		Other Database Import	GISAID
EPI481976	yam	B/Victoria/109/2004	ha		Other Database Import	GISAID
EPI117598	yam	B/Malaysia/345/2004	ha	Institut Penyelidikan Perubatan	Other Database Import	GISAID
EPI157172	yam	B/SaudiArabia/2494/2004	ha		Centers For Disease Control And Prevention	GISAID
EPI519027	yam	B/NewYork/1082/2005	ha		Other Database Import	GISAID
EPI132035	yam	B/Milan/6/2005	ha		Other Database Import	GISAID
EPI132019	yam	B/Milan/3/2004	ha		Other Database Import	GISAID
EPI604372	yam	B/Pune/37803/2003	ha		Other Database Import	GISAID
EPI50928	yam	B/Egypt/2040/2004	ha		Other Database Import	GISAID
EPI43648	yam	B/Illinois/1/2004	ha		Other Database Import	GISAID
EPI43642	yam	B/Alaska/2/2004	ha		Other Database Import	GISAID
EPI156936	yam	B/Egypt/4915/2005	ha		Centers For Disease Control And Prevention	GISAID
EPI158368	yam	B/Egypt/8297/2004	ha		Centers For Disease Control And Prevention	GISAID
EPI157061	yam	B/Incheon/301/2005	ha		Centers For Disease Control And Prevention	GISAID
EPI156903	yam	B/Chile/5514/2005	ha		Centers For Disease Control And Prevention	GISAID
EPI156085	yam	B/Venezuela/7843/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI123323	yam	B/Alabama/4/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI43859	yam	B/Texas/1/2006	ha		Other Database Import	GISAID
EPI155393	yam	B/Oman/908/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI417412	yam	B/Srilanka/4/2006	ha	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI43612	yam	B/Hawaii/2/2003	ha		Other Database Import	GISAID
EPI43614	yam	B/Hawaii/1/2003	ha		Other Database Import	GISAID
EPI481888	yam	B/Townsville/1/2003	ha		Other Database Import	GISAID
EPI314937	yam	B/England/793/2003	ha		Other Database Import	GISAID
EPI117604	yam	B/Darwin/1/2004	ha	Royal Darwin Hospital	Other Database Import	GISAID
EPI117583	yam	B/CapeTown/472/2005	ha		Other Database Import	GISAID
EPI155166	yam	B/Guyane/23/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI157108	yam	B/Kuwait/1/2005	ha		Centers For Disease Control And Prevention	GISAID
EPI339046	yam	B/California/NHRC0002/2006	ha		Other Database Import	GISAID
EPI338089	yam	B/California/NHRC0002/2005	ha		Other Database Import	GISAID
EPI482479	yam	B/Sydney/1/2005	ha		Other Database Import	GISAID
EPI484888	yam	B/Townsville/5/2005	ha		Other Database Import	GISAID
EPI483020	yam	B/Brisbane/104/2005	ha		Other Database Import	GISAID
EPI482948	yam	B/Townsville/19/2005	ha		Other Database Import	GISAID
EPI482503	yam	B/Sydney/2/2005	ha		Other Database Import	GISAID
EPI482470	yam	B/Christchurch/28/2005	ha		Other Database Import	GISAID
EPI482519	yam	B/Brisbane/4/2005	ha		Other Database Import	GISAID
EPI1990239	yam	B/Perth/111/2005	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI687356	yam	B/Taiwan/91105/2005	ha		Other Database Import	GISAID
EPI687372	yam	B/Taiwan/202/2011	ha		Other Database Import	GISAID
EPI43892	yam	B/Michigan/1/2006	ha		Other Database Import	GISAID
EPI157234	yam	B/Thailand/81/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI160050	yam	B/Taiwan/3001/2006	ha		Other Database Import	GISAID
EPI482996	yam	B/Brisbane/100/2005	ha		Other Database Import	GISAID
EPI482431	yam	B/Victoria/2/2005	ha		Other Database Import	GISAID
EPI482559	yam	B/Wellington/23/2005	ha		Other Database Import	GISAID
EPI482964	yam	B/Brisbane/86/2005	ha		Other Database Import	GISAID
EPI482535	yam	B/Waikato/20/2005	ha		Other Database Import	GISAID
EPI482598	yam	B/Auckland/99/2005	ha		Other Database Import	GISAID
EPI478164	yam	B/Sydney/204/2006	ha		Other Database Import	GISAID
EPI483108	yam	B/Sydney/507/2006	ha		Other Database Import	GISAID
EPI483124	yam	B/Sydney/209/2006	ha		Other Database Import	GISAID
EPI1390	yam	B/Aichi/186/2005	ha		Other Database Import	GISAID
EPI43884	yam	B/Wisconsin/2/2006	ha		Other Database Import	GISAID
EPI1989499	yam	B/Philippines/605/2005	ha	Research Institute Of Tropical Medicine	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI482956	yam	B/Victoria/526/2005	ha		Other Database Import	GISAID
EPI483028	yam	B/Brisbane/105/2005	ha		Other Database Import	GISAID
EPI482916	yam	B/Brisbane/58/2005	ha		Other Database Import	GISAID
EPI483004	yam	B/Victoria/530/2005	ha		Other Database Import	GISAID
EPI483012	yam	B/Victoria/531/2005	ha		Other Database Import	GISAID
EPI156097	yam	B/Taiwan/79/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI118938	yam	B/Taiwan/1677/2006	ha		Other Database Import	GISAID
EPI482758	yam	B/Townsville/16/2005	ha		Other Database Import	GISAID
EPI163093	yam	B/Lyon/1291/2007	ha		Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI156027	yam	B/Gangwon/2287/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI605135	yam	B/Brazil/2151E/2005	ha		Other Database Import	GISAID
EPI259147	yam	B/RioGrandedoSul/707/2006	ha		Other Database Import	GISAID
EPI483060	yam	B/Townsville/3/2006	ha		Other Database Import	GISAID
EPI211754	yam	B/Johannesburg/450/2009	ha	National Institute For Communicable Disease	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI483100	yam	B/Waikato/1/2006	ha		Other Database Import	GISAID
EPI259150	yam	B/RioGrandedoSul/734/2006	ha		Other Database Import	GISAID
EPI155145	yam	B/Paraguay/175/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI136928	yam	B/Mississippi/UR06-0031/2007	ha		Other Database Import	GISAID
EPI134388	yam	B/Mississippi/6/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI123048	yam	B/NorthCarolina/1/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI605452	yam	B/Sendai/114/2007	ha		Other Database Import	GISAID
EPI134358	yam	B/Hawaii/2/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI483428	yam	B/Wellington/12/2007	ha		Other Database Import	GISAID
EPI483172	yam	B/Christchurch/1002/2007	ha		Other Database Import	GISAID
EPI123054	yam	B/NorthCarolina/2/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI687355	yam	B/Taiwan/90811/2005	ha		Other Database Import	GISAID
EPI123046	yam	B/Massachusetts/5/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI687363	yam	B/Taiwan/70215/2008	ha		Other Database Import	GISAID
EPI215500	yam	B/Vietnam/256/2009	ha	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI157056	yam	B/Hubei/Jiangan1249/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI483188	yam	B/Sydney/3/2007	ha		Other Database Import	GISAID
EPI161963	yam	B/HongKong/121/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI163161	yam	B/TianjinDagang/36/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI155480	yam	B/Hunan/Wuling2480/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI483140	yam	B/Brisbane/1/2007	ha	Queensland Health Scientific Services	Other Database Import	GISAID
EPI162462	yam	B/Jiangxi/161/2007	ha		Other Database Import	GISAID
EPI162241	yam	B/Ekaterinburg/1/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI483516	yam	B/Victoria/224/2007	ha		Other Database Import	GISAID
EPI163194	yam	B/Taiwan/168/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI604386	yam	B/GansuLanzhou/85/2008	ha		Other Database Import	GISAID
EPI165761	yam	B/Ningbo/1078/2007	ha		Other Database Import	GISAID
EPI483316	yam	B/Victoria/502/2007	ha		Other Database Import	GISAID
EPI154537	yam	B/Brisbane/3/2007	ha	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI687362	yam	B/Taiwan/71909/2007	ha		Other Database Import	GISAID
EPI155970	yam	B/Hubei/Jiangan1156/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI420894	yam	B/Japan/852/2009	ha		Other Database Import	GISAID
EPI371244	yam	B/Maracay/FLA1234/2008	ha		Other Database Import	GISAID
EPI155792	yam	B/Gansu/Chengguan1330/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI187666	yam	B/Taiwan/36/2009	ha		National Institute Of Infectious Diseases (niid)	GISAID
EPI685705	yam	B/Vietnam/IS0210121/2010	ha		Other Database Import	GISAID
EPI685708	yam	B/Vietnam/IS0211054/2011	ha		Other Database Import	GISAID
EPI685713	yam	B/Vietnam/NC0715433/2010	ha		Other Database Import	GISAID
EPI497492	yam	B/Kanagawa/37/2011	ha	Kanagawa Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI357569	yam	B/Perth/208/2011	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI355026	yam	B/Sapporo/72/2011	ha	Sapporo City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI379571	yam	B/Perth/502/2012	ha	Princess Margaret Hospital For Children	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI378146	yam	B/Guyane/155/2012	ha	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI431330	yam	B/Guyane/308/2012	ha	Institut Pasteur	National Institute For Medical Research	GISAID
EPI406248	yam	B/England/567/2012	ha	Health Protection Agency	National Institute For Medical Research	GISAID
