Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI604681	vic	B/Nagasaki/22/2003	ha		Other Database Import	GISAID
EPI605506	vic	B/GuangdongLuohu/169/2004	ha		Other Database Import	GISAID
EPI480234	vic	B/Brisbane/4/2007	ha		Other Database Import	GISAID
EPI161961	vic	B/HongKong/120/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI605259	vic	B/HongKong/90/2008	ha		Other Database Import	GISAID
EPI605151	vic	B/Nagasaki/24/2003	ha		Other Database Import	GISAID
EPI605235	vic	B/Nagasaki/25/2003	ha		Other Database Import	GISAID
EPI162508	vic	B/Thailand/433/2008	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI210130	vic	B/Sabac/190/2009	ha	Institute Of Immunology And Virology Torlak	National Institute For Medical Research	GISAID
EPI484769	vic	B/Brisbane/2/2007	ha	Queensland Health Scientific Services	Other Database Import	GISAID
EPI155948	vic	B/Osaka/16/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI480354	vic	B/Victoria/217/2007	ha		Other Database Import	GISAID
EPI480298	vic	B/Brisbane/10/2007	ha		Other Database Import	GISAID
EPI296071	vic	B/Gyeongnam/3775/2008	ha		Other Database Import	GISAID
EPI172345	vic	B/Perth/93/2008	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI157349	vic	B/Nagasaki/22/2007	ha	Nagasaki Prefectural Institute For Environment Research And Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI162317	vic	B/Thailand/3365/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI174785	vic	B/Sydney/57/2008	ha	Westmead Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI187434	vic	B/Iwate/17/2009	ha		National Institute Of Infectious Diseases (niid)	GISAID
EPI172148	vic	B/Tochigi/17/2008	ha		National Institute Of Infectious Diseases (niid)	GISAID
EPI117509	vic	B/Malaysia/2276/2004	ha	Institut Penyelidikan Perubatan	Other Database Import	GISAID
EPI1989520	vic	B/Waikato/150/2005	ha	Institute Of Environmental Science And Research (esr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI157145	vic	B/Panama/8901/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI1989501	vic	B/Singapore/18/2004	ha	Singapore General Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1938013	vic	B/Malaysia/20/2004	ha	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI314962	vic	B/England/83/2004	ha		Other Database Import	GISAID
EPI605333	vic	B/Bangladesh/3344/2005	ha		Other Database Import	GISAID
EPI156892	vic	B/Canada/1343/2005	ha		Centers For Disease Control And Prevention	GISAID
EPI347322	vic	B/Johannesburg/403/2005	ha	National Institute For Communicable Disease	National Institute For Medical Research	GISAID
EPI117523	vic	B/Malaysia/283/2005	ha	Institut Penyelidikan Perubatan	Other Database Import	GISAID
EPI158372	vic	B/Turkey/389/2005	ha		Centers For Disease Control And Prevention	GISAID
EPI123317	vic	B/NewJersey/3/2006	ha		Other Database Import	GISAID
EPI605798	vic	B/HongKong/310E/2004	ha		Other Database Import	GISAID
EPI154236	vic	B/Alaska/1/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI160640	vic	B/Minnesota/7/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI168165	vic	B/Brazil/2937/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI171409	vic	B/CostaRica/123/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI161805	vic	B/Colombia/11729/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI155101	vic	B/Concepcion/10662/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI117567	vic	B/Macau/388/2005	ha	Laboratorio De Saude Publico	Other Database Import	GISAID
EPI117541	vic	B/Malaysia/1008/2005	ha		Other Database Import	GISAID
EPI156989	vic	B/HongKong/10/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI518595	vic	B/NewYork/1122/2007	ha		Other Database Import	GISAID
EPI158355	vic	B/Bolivia/150/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI156017	vic	B/Santiago/8707/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI161568	vic	B/Jiangxi/51/2006	ha		Other Database Import	GISAID
EPI156931	vic	B/Egypt/1529/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI157064	vic	B/India/4393/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI156066	vic	B/Malaysia/234/2007	ha	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI155455	vic	B/Rivne/67/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI1990258	vic	B/SouthAustralia/7/2006	ha	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI157166	vic	B/Romania/700/2005	ha		Centers For Disease Control And Prevention	GISAID
EPI259164	vic	B/Sergipe/258/2008	ha		Other Database Import	GISAID
EPI187570	vic	B/Minnesota/6/2009	ha	Minnesota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI275312	vic	B/Bolivia/104/2010	ha	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI291617	vic	B/Bolivia/1500/2010	ha	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI312909	vic	B/Peru/8510/2010	ha	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI259067	vic	B/MinasGerais/349/2008	ha		Other Database Import	GISAID
EPI259120	vic	B/RioGrandedoSul/321/2008	ha		Other Database Import	GISAID
EPI259126	vic	B/RioGrandedoSul/347/2007	ha		Other Database Import	GISAID
EPI157048	vic	B/HongKong/809/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI1989489	vic	B/Malaysia/783/2005	ha	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI132045	vic	B/Milan/5/2006	ha		Other Database Import	GISAID
EPI461268	vic	B/Thailand/CU-364/2008	ha		Other Database Import	GISAID
EPI155485	vic	B/Vietnam/821/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI1990246	vic	B/Perth/38/2006	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1990242	vic	B/Perth/20/2006	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI605000	vic	B/Hiroshima/321/2003	ha		Other Database Import	GISAID
EPI122782	vic	B/Texas/41/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI155265	vic	B/Thailand/711/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI155397	vic	B/Syria/1112/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI1938015	vic	B/Malaysia/2198/2004	ha	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI604421	vic	B/Hiroshima/320/2003	ha		Other Database Import	GISAID
EPI604604	vic	B/Ehime/4/2004	ha		Other Database Import	GISAID
EPI605456	vic	B/Ehime/3/2004	ha		Other Database Import	GISAID
EPI296070	vic	B/Chungnam/1092/2008	ha		Other Database Import	GISAID
EPI296067	vic	B/Seoul/4887/2007	ha		Other Database Import	GISAID
EPI259077	vic	B/MinasGerais/4/2007	ha		Other Database Import	GISAID
EPI156077	vic	B/Thailand/60/2008	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI155558	vic	B/Tula/3/2007	ha	Centers For Disease Control And Prevention	Centers For Disease Control And Prevention	GISAID
EPI161733	vic	B/Odessa/394/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI155133	vic	B/Brazil/1571/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI156099	vic	B/Taiwan/105/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI172559	vic	B/Kenya/1413/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI123939	vic	B/Johannesburg/449/2006	ha		Other Database Import	GISAID
EPI155956	vic	B/Johannesburg/150/2007	ha	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI155999	vic	B/Johannesburg/18/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI156015	vic	B/Iquique/8171/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI157192	vic	B/Singapore/56/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI133772	vic	B/NewYork/9/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI157236	vic	B/Thailand/810/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI479752	vic	B/Christchurch/4/2006	ha		Other Database Import	GISAID
EPI687358	vic	B/Taiwan/1403/2006	ha		Other Database Import	GISAID
EPI182845	vic	B/Milan/2/2008	ha		Other Database Import	GISAID
EPI347326	vic	B/Paris/231/2007	ha	Institut Pasteur	National Institute For Medical Research	GISAID
EPI156868	vic	B/Brazil/1951/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI157225	vic	B/Thailand/1406/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI63832	vic	B/Kenya/AF1060/2006	ha		Other Database Import	GISAID
EPI157200	vic	B/StPetersburg/17/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI159898	vic	B/Taiwan/42/2007	ha		Other Database Import	GISAID
EPI687361	vic	B/Taiwan/70546/2007	ha		Other Database Import	GISAID
EPI156067	vic	B/Taiwan/534/2007	ha		Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI480226	vic	B/Brisbane/95/2006	ha		Other Database Import	GISAID
EPI123935	vic	B/Johannesburg/508/2006	ha	National Institute For Communicable Disease	Other Database Import	GISAID
EPI477730	vic	B/Victoria/503/2006	ha		Other Database Import	GISAID
EPI479728	vic	B/Victoria/532/2005	ha		Other Database Import	GISAID
EPI604905	vic	B/Bangladesh/3461/2007	ha		Other Database Import	GISAID
EPI155872	vic	B/Singapore/46/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI155309	vic	B/Singapore/35/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI155868	vic	B/Singapore/39/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI161734	vic	B/HongKong/121/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI635471	vic	B/Egypt/370/2008	ha		Other Database Import	GISAID
EPI163156	vic	B/Singapore/7/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI155890	vic	B/Egypt/4129/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI155894	vic	B/Egypt/3101/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI156933	vic	B/Egypt/237/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI605748	vic	B/Bangladesh/5278/2006	ha		Other Database Import	GISAID
EPI156939	vic	B/Egypt/916/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI172521	vic	B/Bangladesh/4008/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI176460	vic	B/Bangladesh/3010/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI168159	vic	B/Bangladesh/1010/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI337977	vic	B/Georgia/NHRC0001/2006	ha		Other Database Import	GISAID
EPI604937	vic	B/Ecuador/7937/2007	ha		Other Database Import	GISAID
EPI376636	vic	B/Catalonia/S448/2007	ha	Barcelona, Facultad De Medicina	Hospital Clinic	GISAID
EPI480034	vic	B/Brisbane/17/2006	ha		Other Database Import	GISAID
EPI123951	vic	B/Sydney/88/2006	ha		Other Database Import	GISAID
EPI393797	vic	B/Gyeonggi/83/2006	ha		Other Database Import	GISAID
EPI315035	vic	B/England/60400015/2006	ha		Other Database Import	GISAID
EPI156980	vic	B/Guyane/15/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI155738	vic	B/Astrakhan/88/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI156923	vic	B/CostaRica/5338/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI314984	vic	B/Scotland/21/2005	ha		Other Database Import	GISAID
EPI155153	vic	B/Argentina/540/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI161808	vic	B/Afghanistan/142/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI50871	vic	B/Florida/2/2006	ha		Other Database Import	GISAID
EPI315096	vic	B/England/161/2007	ha		Other Database Import	GISAID
EPI518482	vic	B/NewYork/1107/2007	ha		Other Database Import	GISAID
EPI314985	vic	B/England/482/2005	ha		Other Database Import	GISAID
EPI155750	vic	B/Santiago/6495/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI155132	vic	B/NizhnyNovgorod/25/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI155168	vic	B/Guyane/25/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI134314	vic	B/Massachusetts/2/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI155215	vic	B/Mexico/3554/2006	ha		Centers For Disease Control And Prevention	GISAID
EPI161812	vic	B/Afghanistan/345/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI155886	vic	B/Afghanistan/2914/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI347317	vic	B/Madagascar/2866/2006	ha	Institut Pasteur De Madagascar	National Institute For Medical Research	GISAID
EPI157131	vic	B/Nepal/116/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI339094	vic	B/Kolkata/515/2006	ha		Other Database Import	GISAID
EPI155730	vic	B/Kazakhstan/1695/2007	ha		Centers For Disease Control And Prevention	GISAID
EPI210299	vic	B/Perth/2/2009	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI171416	vic	B/India/8783/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI160624	vic	B/Michigan/3/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI168158	vic	B/India/4157/2008	ha		Centers For Disease Control And Prevention	GISAID
EPI243660	vic	B/Iraq/177/2009	ha	Ministry Of Health, National Influenza Center	National Institute For Medical Research	GISAID
EPI244235	vic	B/Maryland/8/2009	ha	Maryland Department Of Health And Mental Hygiene	Centers For Disease Control And Prevention	GISAID
EPI237648	vic	B/Stockholm/1/2010	ha	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI247536	vic	B/Bangladesh/9628/2010	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI291597	vic	B/Bangladesh/5005/2010	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI215498	vic	B/Bangladesh/9751/2009	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI233211	vic	B/Bangladesh/3217/2009	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI604928	vic	B/Bangladesh/345945/2009	ha		Other Database Import	GISAID
EPI346030	vic	B/Srilanka/2/2011	ha	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI417404	vic	B/Srilanka/10/2011	ha	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI346033	vic	B/Srilanka/4/2011	ha	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI352417	vic	B/Berlin/146/2011	ha	Robert Koch Institute	National Institute For Medical Research	GISAID
EPI275332	vic	B/Nicaragua/497/2010	ha	Laboratorio De Virologia, Direccion De Microbiologia	Centers For Disease Control And Prevention	GISAID
EPI287070	vic	B/Canarias/RR6754/2010	ha	Instituto De Salud Carlos Iii	National Institute For Medical Research	GISAID
EPI346949	vic	B/Rabat/406/2011	ha	Institut National D Hygiene, Ministere De La Sante Sante	National Institute Of Hygiene	GISAID
EPI346223	vic	B/Fes/428/2011	ha	Institut National D Hygiene, Ministere De La Sante Sante	National Institute Of Hygiene	GISAID
EPI376657	vic	B/Catalonia/S98/2008	ha	Barcelona, Facultad De Medicina	Hospital Clinic	GISAID
EPI269877	vic	B/Malaysia/5693/2009	ha	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI293973	vic	B/Cameroon/10v-2035/2010	ha	Centre Pasteur Du Cameroun	National Institute For Medical Research	GISAID
EPI287068	vic	B/Canarias/RR6762/2010	ha	Instituto De Salud Carlos Iii	National Institute For Medical Research	GISAID
EPI233234	vic	B/Uganda/514/2009	ha	Uganda Virus Research Institute (uvri), National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI339118	vic	B/Kolkata/2044/2008	ha		Other Database Import	GISAID
EPI271996	vic	B/Singapore/535/2010	ha	Ministry Of Health, Singapore	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI291606	vic	B/Bangladesh/8008/2010	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI502884	vic	B/Christchurch/1/2010	ha	Canterbury Health Services	Other Database Import	GISAID
EPI399778	vic	B/Tocantins/3537/2011	ha		Other Database Import	GISAID
EPI399784	vic	B/SaoPaulo/26117/2011	ha		Other Database Import	GISAID
EPI331112	vic	B/Brazil/9442/2011	ha	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI243636	vic	B/Madagascar/5680/2009	ha	Institut Pasteur De Madagascar	National Institute For Medical Research	GISAID
EPI243640	vic	B/Madagascar/5618/2009	ha	Institut Pasteur De Madagascar	National Institute For Medical Research	GISAID
EPI243644	vic	B/Madagascar/7002/2009	ha	Institut Pasteur De Madagascar	National Institute For Medical Research	GISAID
EPI243632	vic	B/Madagascar/7279/2009	ha	Institut Pasteur De Madagascar	National Institute For Medical Research	GISAID
EPI210303	vic	B/Sydney/4/2009	ha	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI176386	vic	B/Missouri/1/2009	ha	Missouri Department. Of Health & Senior Services	Centers For Disease Control And Prevention	GISAID
EPI417400	vic	B/Srilanka/1/2010	ha	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI336922	vic	B/Osaka/23/2011	ha	Osaka Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI340709	vic	B/Niigata/10F120/2011	ha		Other Database Import	GISAID
EPI331300	vic	B/Cambodia/1/2011	ha	Institute Pasteur Du Cambodia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI187468	vic	B/Shizuoka-C/36/2009	ha		National Institute Of Infectious Diseases (niid)	GISAID
