Accession	Virus	Author	Publication_Title	Journal	Database
MZ516098	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516095	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516104	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516102	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516105	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516113	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516107	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516109	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515786	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516114	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515792	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515779	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515805	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515799	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515791	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515793	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515794	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515807	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515809	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516122	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515812	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516116	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516123	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516140	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516139	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516126	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516125	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516135	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516143	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ516141	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515591	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515590	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515594	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515595	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515596	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515598	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515599	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515603	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515605	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515607	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515612	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515608	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515613	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515611	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515622	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515625	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515627	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515637	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515635	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515636	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515638	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515639	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515653	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515648	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515665	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515660	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515658	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515663	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
MZ515656	RSV-B	Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T. and Pollard,A.J.	Distinct patterns of within-host virus populations between two subgroups of human respiratory syncytial virus	Unpublished	ViPR-BRC, Genbank
