Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI294673	h1n1pdm	A/England/4880374/2010	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI309773	h1n1pdm	A/Karlstad/2/2011	na		Swedish Institute For Infectious Disease Control	GISAID
EPI302485	h1n1pdm	A/Kalmar/1/2010	na		Swedish Institute For Infectious Disease Control	GISAID
EPI319567	h1n1pdm	A/Linkoping/8/2011	na		Swedish Institute For Infectious Disease Control	GISAID
EPI363713	h1n1pdm	A/Boston/DOA26/2011	na		Other Database Import	GISAID
EPI387336	h1n1pdm	A/Brazil/AVS11/2011	na		Other Database Import	GISAID
EPI387328	h1n1pdm	A/Brazil/AVS08/2011	na		Other Database Import	GISAID
EPI333115	h1n1pdm	A/Brisbane/500/2011	na	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI331372	h1n1pdm	A/Newcaledonia/6/2011	na	Institut Pasteur New Caledonia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI331395	h1n1pdm	A/Darwin/53/2011	na	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI331392	h1n1pdm	A/Darwin/52/2011	na	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI346374	h1n1pdm	A/Perth/49/2011	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI370267	h1n1pdm	A/Perth/33/2012	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI2092397	h1n1pdm	A/Perth/48/2011	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI2092391	h1n1pdm	A/Perth/293/2011	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI359437	h1n1pdm	A/Boston/DOA73/2011	na		Other Database Import	GISAID
EPI302118	h1n1pdm	A/Suriname/77/2011	na	Caribbean Epidemiology Center	Centers For Disease Control And Prevention	GISAID
EPI302120	h1n1pdm	A/Suriname/82/2011	na	Caribbean Epidemiology Center	Centers For Disease Control And Prevention	GISAID
EPI404026	h1n1pdm	A/England/5040499/2010	na	Microbiology Services Colindale, Public Health England	Other Database Import	GISAID
EPI359425	h1n1pdm	A/Boston/DOA70/2011	na		Other Database Import	GISAID
EPI316292	h1n1pdm	A/Malmo/4/2010	na		Swedish Institute For Infectious Disease Control	GISAID
EPI316311	h1n1pdm	A/Malmo/7/2010	na		Swedish Institute For Infectious Disease Control	GISAID
EPI404081	h1n1pdm	A/England/5080815/2010	na		Other Database Import	GISAID
EPI383003	h1n1pdm	A/Boras/1/2012	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI529915	h1n1pdm	A/Lima/INS3_671/2012	na		Other Database Import	GISAID
EPI347568	h1n1pdm	A/Stockholm/36/2011	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI529939	h1n1pdm	A/Minneapolis/INS3_675/2012	na		Other Database Import	GISAID
EPI335830	h1n1pdm	A/Santiago/18553/2011	na	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI403946	h1n1pdm	A/England/4920303/2010	na	Microbiology Services Colindale, Public Health England	Other Database Import	GISAID
EPI529867	h1n1pdm	A/Westmead/INS3_663/2011	na		Other Database Import	GISAID
EPI404090	h1n1pdm	A/England/5100690/2010	na		Other Database Import	GISAID
EPI404050	h1n1pdm	A/England/5060444/2010	na		Other Database Import	GISAID
EPI484333	h1n1pdm	A/Sweden/126/2013	na		Swedish National Institute For Communicable Disease Control	GISAID
EPI406230	h1n1pdm	A/Denmark/70/2012	na	Statens Serum Institute	Statens Serum Institute	GISAID
EPI399708	h1n1pdm	A/Stockholm/32/2012	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI420679	h1n1pdm	A/Boston/DOA43/2011	na		Other Database Import	GISAID
EPI529899	h1n1pdm	A/Darlinghurst/INS3_667/2011	na		Other Database Import	GISAID
EPI529835	h1n1pdm	A/Westmead/INS3_659/2011	na		Other Database Import	GISAID
EPI529675	h1n1pdm	A/Dayton/INS3_634/2011	na		Other Database Import	GISAID
EPI403890	h1n1pdm	A/England/209/2010	na	Microbiology Services Colindale, Public Health England	Other Database Import	GISAID
EPI359377	h1n1pdm	A/Boston/DOA35/2011	na		Other Database Import	GISAID
EPI390466	h1n1pdm	A/Denmark/48/2012	na	Statens Serum Institute	National Institute For Medical Research	GISAID
EPI397706	h1n1pdm	A/Bangladesh/4320/2012	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI438818	h1n1pdm	A/Jordan/30006/2012	na	Laboratory Directorate	National Institute For Medical Research	GISAID
EPI484254	h1n1pdm	A/Sweden/117/2013	na	Swedish Institute For Infectious Disease Control	Swedish National Institute For Communicable Disease Control	GISAID
EPI566508	h1n1pdm	A/Darwin/2/2013	na	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI566505	h1n1pdm	A/Darwin/1/2013	na	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI387430	h1n1pdm	A/Georgia/291/2012	na	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI387438	h1n1pdm	A/Georgia/505/2012	na	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI387428	h1n1pdm	A/Georgia/208/2012	na	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI387444	h1n1pdm	A/Georgia/628/2012	na	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI387442	h1n1pdm	A/Georgia/598/2012	na	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI387432	h1n1pdm	A/Georgia/366/2012	na	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI387436	h1n1pdm	A/Georgia/484/2012	na	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI418831	h1n1pdm	A/Stockholm/50/2012	na		Swedish Institute For Infectious Disease Control	GISAID
EPI529979	h1n1pdm	A/Bangkok/INS3_681/2012	na		Other Database Import	GISAID
EPI351589	h1n1pdm	A/Stockholm/47/2011	na		Swedish Institute For Infectious Disease Control	GISAID
EPI397121	h1n1pdm	A/Stockholm/28/2012	na		Swedish Institute For Infectious Disease Control	GISAID
EPI397690	h1n1pdm	A/Bangladesh/1007/2012	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI407364	h1n1pdm	A/Bangladesh/6154/2012	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI397697	h1n1pdm	A/Bangladesh/2249/2012	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI397991	h1n1pdm	A/Bangladesh/3348/2012	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI397692	h1n1pdm	A/Bangladesh/1329/2012	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI397986	h1n1pdm	A/Bangladesh/2362/2012	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI369086	h1n1pdm	A/Stockholm/17/2012	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI351411	h1n1pdm	A/Lund/1/2011	na		Swedish Institute For Infectious Disease Control	GISAID
EPI353914	h1n1pdm	A/Stockholm/48/2011	na		Swedish Institute For Infectious Disease Control	GISAID
EPI351733	h1n1pdm	A/Stockholm/1/2012	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI357012	h1n1pdm	A/Stockholm/8/2012	na		Swedish Institute For Infectious Disease Control	GISAID
EPI353923	h1n1pdm	A/Umea/2/2012	na		Swedish Institute For Infectious Disease Control	GISAID
EPI353551	h1n1pdm	A/Gothenburg/1/2012	na		Swedish Institute For Infectious Disease Control	GISAID
EPI357015	h1n1pdm	A/Stockholm/9/2012	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI369083	h1n1pdm	A/Stockholm/15/2012	na		Swedish Institute For Infectious Disease Control	GISAID
EPI369129	h1n1pdm	A/Umea/3/2012	na		Swedish Institute For Infectious Disease Control	GISAID
EPI369136	h1n1pdm	A/Stockholm/16/2012	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI372567	h1n1pdm	A/Stockholm/25/2012	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI369046	h1n1pdm	A/Halmstad/1/2012	na		Swedish Institute For Infectious Disease Control	GISAID
EPI529699	h1n1pdm	A/KhonKaen/INS3_640/2010	na		Other Database Import	GISAID
EPI535004	h1n1pdm	A/HoChiMinh/10551/2011	na		Other Database Import	GISAID
EPI535002	h1n1pdm	A/HoChiMinh/97411/2010	na		Other Database Import	GISAID
EPI302116	h1n1pdm	A/Japan/8736/2011	na	Naval Health Research Center	Centers For Disease Control And Prevention	GISAID
EPI302114	h1n1pdm	A/Japan/8153/2011	na	Naval Health Research Center	Centers For Disease Control And Prevention	GISAID
EPI420632	h1n1pdm	A/Boston/DOA30/2011	na		Other Database Import	GISAID
EPI535013	h1n1pdm	A/HoChiMinh/11633/2011	na		Other Database Import	GISAID
EPI535006	h1n1pdm	A/HoChiMinh/10952/2011	na		Other Database Import	GISAID
EPI529771	h1n1pdm	A/KhonKaen/INS3_649/2012	na		Other Database Import	GISAID
EPI529875	h1n1pdm	A/Westmead/INS3_664/2011	na		Other Database Import	GISAID
EPI349162	h1n1pdm	A/Newcastle/129/2011	na	John Hunter Hospital, Virology Unit, Clinical Microbiology	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI349157	h1n1pdm	A/Newcastle/102/2011	na	John Hunter Hospital, Virology Unit, Clinical Microbiology	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI349159	h1n1pdm	A/Newcastle/125/2011	na	John Hunter Hospital, Virology Unit, Clinical Microbiology	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI349298	h1n1pdm	A/Newcastle/212/2011	na	John Hunter Hospital, Virology Unit, Clinical Microbiology	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI529851	h1n1pdm	A/Westmead/INS3_661/2011	na		Other Database Import	GISAID
EPI529891	h1n1pdm	A/Darlinghurst/INS3_666/2011	na		Other Database Import	GISAID
EPI529739	h1n1pdm	A/Darlinghurst/INS3_645/2011	na		Other Database Import	GISAID
EPI529883	h1n1pdm	A/Westmead/INS3_665/2011	na		Other Database Import	GISAID
EPI529731	h1n1pdm	A/Darlinghurst/INS3_644/2011	na		Other Database Import	GISAID
EPI535003	h1n1pdm	A/HoChiMinh/102912/2010	na		Other Database Import	GISAID
EPI535005	h1n1pdm	A/HoChiMinh/10641/2011	na		Other Database Import	GISAID
EPI346391	h1n1pdm	A/Stockholm/27/2011	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI346402	h1n1pdm	A/Stockholm/30/2011	na		Swedish Institute For Infectious Disease Control	GISAID
EPI535007	h1n1pdm	A/HoChiMinh/10962/2011	na		Other Database Import	GISAID
EPI535014	h1n1pdm	A/HoChiMinh/11923/2011	na		Other Database Import	GISAID
EPI535012	h1n1pdm	A/HoChiMinh/11553/2011	na		Other Database Import	GISAID
EPI535010	h1n1pdm	A/HoChiMinh/11342/2011	na		Other Database Import	GISAID
EPI529947	h1n1pdm	A/Dayton/INS3_676/2012	na		Other Database Import	GISAID
EPI529955	h1n1pdm	A/Lima/INS3_677/2012	na		Other Database Import	GISAID
EPI407602	h1n1pdm	A/SouthCarolina/3043/2012	na		Other Database Import	GISAID
EPI529971	h1n1pdm	A/Lima/INS3_680/2012	na		Other Database Import	GISAID
EPI529963	h1n1pdm	A/Lima/INS3_678/2012	na		Other Database Import	GISAID
EPI529923	h1n1pdm	A/Bronx/INS3_673/2012	na		Other Database Import	GISAID
EPI529691	h1n1pdm	A/Kowloon/INS3_639/2011	na		Other Database Import	GISAID
EPI530003	h1n1pdm	A/Kowloon/INS3_689/2011	na		Other Database Import	GISAID
EPI530011	h1n1pdm	A/Kowloon/INS3_691/2011	na		Other Database Import	GISAID
EPI369201	h1n1pdm	A/Stockholm/18/2012	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI387440	h1n1pdm	A/Georgia/558/2012	na	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI387434	h1n1pdm	A/Georgia/427/2012	na	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI529843	h1n1pdm	A/Westmead/INS3_660/2011	na		Other Database Import	GISAID
EPI529723	h1n1pdm	A/Darlinghurst/INS3_643/2011	na		Other Database Import	GISAID
EPI529747	h1n1pdm	A/Melbourne/INS3_646/2011	na		Other Database Import	GISAID
EPI529907	h1n1pdm	A/Melbourne/INS3_670/2011	na		Other Database Import	GISAID
EPI529859	h1n1pdm	A/Westmead/INS3_662/2011	na		Other Database Import	GISAID
EPI530019	h1n1pdm	A/Kowloon/INS3_692/2011	na		Other Database Import	GISAID
EPI530027	h1n1pdm	A/Kowloon/INS3_693/2011	na		Other Database Import	GISAID
EPI387426	h1n1pdm	A/Georgia/101/2012	na	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI397113	h1n1pdm	A/Stockholm/27/2012	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI399711	h1n1pdm	A/Stockholm/33/2012	na		Swedish Institute For Infectious Disease Control	GISAID
EPI438482	h1n1pdm	A/Stockholm/2/2013	na		Swedish Institute For Infectious Disease Control	GISAID
EPI522490	h1n1pdm	A/Boston/YGA_01202/2013	na		Other Database Import	GISAID
EPI521089	h1n1pdm	A/Boston/YGA_00087/2013	na		Other Database Import	GISAID
EPI546077	h1n1pdm	A/NewYork/WC-LVD-13-001/2013	na		Other Database Import	GISAID
EPI523210	h1n1pdm	A/SantaClara/YGA_03033/2013	na		Other Database Import	GISAID
EPI544623	h1n1pdm	A/Singapore/TT159/2013	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI465346	h1n1pdm	A/Norway/2197/2013	na	Universitetssykehuset Nord Norge Hf, Avd. Mikrobiologi Og Smittevern	Norwegian Institute Of Public Health	GISAID
EPI544621	h1n1pdm	A/Singapore/TT130/2013	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI544595	h1n1pdm	A/Singapore/TT045/2013	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI484397	h1n1pdm	A/Sweden/134/2013	na		Swedish National Institute For Communicable Disease Control	GISAID
EPI616772	h1n1pdm	A/Houston/JMM_152/2013	na		Other Database Import	GISAID
EPI407370	h1n1pdm	A/Bangladesh/7354/2012	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI417956	h1n1pdm	A/Bangladesh/5011/2012	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI407355	h1n1pdm	A/Bangladesh/8399/2012	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI407376	h1n1pdm	A/Bangladesh/5005/2012	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI404896	h1n1pdm	A/Stockholm/34/2012	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI485893	h1n1pdm	A/Yokosuka/10/2013	na	Yokosuka Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI485895	h1n1pdm	A/Yokosuka/11/2013	na	Yokosuka Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI566502	h1n1pdm	A/SouthAustralia/178/2012	na	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI484212	h1n1pdm	A/Sweden/31/2012	na		Swedish National Institute For Communicable Disease Control	GISAID
EPI484301	h1n1pdm	A/Sweden/122/2013	na		Swedish National Institute For Communicable Disease Control	GISAID
EPI418900	h1n1pdm	A/Stockholm/48/2012	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI468654	h1n1pdm	A/Skovde/3/2013	na		Swedish Institute For Infectious Disease Control	GISAID
EPI468477	h1n1pdm	A/Norway/2485/2013	na	Akershus University Hospital	Norwegian Institute Of Public Health	GISAID
EPI616689	h1n1pdm	A/Houston/JMM_159/2013	na		Other Database Import	GISAID
EPI468473	h1n1pdm	A/Norway/2328/2013	na	Innlandet Hospital Trust, Division Lillehammer, Department For Microbiology	Norwegian Institute Of Public Health	GISAID
EPI438804	h1n1pdm	A/Austria/712097/2012	na	University Of Vienna	National Institute For Medical Research	GISAID
EPI417540	h1n1pdm	A/Norway/2112/2012	na	Aalesund Sjukehus	Norwegian Institute Of Public Health	GISAID
EPI417546	h1n1pdm	A/Norway/2154/2012	na	Aalesund Sjukehus	Norwegian Institute Of Public Health	GISAID
EPI544625	h1n1pdm	A/Singapore/CGH001/2013	na	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI426709	h1n1pdm	A/Texas/JMM_52/2012	na		Other Database Import	GISAID
EPI426717	h1n1pdm	A/Texas/JMM_53/2012	na		Other Database Import	GISAID
EPI450538	h1n1pdm	A/Stockholm/14/2013	na		Swedish Institute For Infectious Disease Control	GISAID
EPI484349	h1n1pdm	A/Sweden/128/2013	na		Swedish National Institute For Communicable Disease Control	GISAID
EPI516944	h1n1pdm	A/Cameroon/6450/2013	na	Centre Pasteur Du Cameroun	National Institute For Medical Research	GISAID
EPI616606	h1n1pdm	A/Houston/JMM_171/2013	na		Other Database Import	GISAID
EPI420005	h1n1pdm	A/Skovde/1/2013	na		Swedish Institute For Infectious Disease Control	GISAID
EPI499327	h1n1pdm	A/Vietnam/3025/2013	na	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI499329	h1n1pdm	A/Vietnam/3029/2013	na	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
