Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI393441	h3n2	A/Niigata-C/80/2012	ha	Niigata City Institute Of Public Health And Environment	National Institute Of Infectious Diseases (niid)	GISAID
EPI507254	h3n2	A/Bushehr/59000/2013	ha		Other Database Import	GISAID
EPI507255	h3n2	A/Tehran/34891/2013	ha		Other Database Import	GISAID
EPI423939	h3n2	A/Murmansk/RII06/2012	ha		Other Database Import	GISAID
EPI447017	h3n2	A/Cambodia/V1116321/2011	ha		Other Database Import	GISAID
EPI527660	h3n2	A/Delhi/8865/2011	ha		Other Database Import	GISAID
EPI527661	h3n2	A/Goa/8773/2011	ha		Other Database Import	GISAID
EPI527659	h3n2	A/Uttarakhand/8853/2011	ha		Other Database Import	GISAID
EPI380757	h3n2	A/Singapore/EN122/2011	ha		Other Database Import	GISAID
EPI335702	h3n2	A/Antalya/TR-55/2011	ha	Refik Saydam National Public Health Agency	National Institute For Medical Research	GISAID
EPI368859	h3n2	A/Cairo/23/2011	ha	Vacsera	National Institute For Medical Research	GISAID
EPI450679	h3n2	A/StPetersburg/6/2013	ha	Who National Influenza Centre Russian Federation	National Institute For Medical Research	GISAID
EPI545346	h3n2	A/Victoria/361/2011	ha	Who Collaborating Centre For Reference And Research On Influenza	Other Database Import	GISAID
EPI458014	h3n2	A/Singapore/C2011244/2011	ha		Other Database Import	GISAID
EPI352769	h3n2	A/HongKong/4974/2011	ha	Government Virus Unit	National Institute For Medical Research	GISAID
EPI347907	h3n2	A/Guangdong-Dongguanbendi/5388/2011	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI367532	h3n2	A/Shaanxi-Beilin/13/2012	ha	Who Chinese National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI417285	h3n2	A/Southaustralia/160/2012	ha	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1061758	h3n2	A/Korea/KUMC-GR218/2011	ha		Other Database Import	GISAID
EPI395033	h3n2	A/Norway/1359/2012	ha	Who National Influenza Centre	National Institute For Medical Research	GISAID
EPI370048	h3n2	A/Brisbane/402/2011	ha	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI376859	h3n2	A/Brisbane/1/2012	ha	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI388392	h3n2	A/Anhui-Dangtu/130/2012	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI527666	h3n2	A/Haryana/9972/2012	ha		Other Database Import	GISAID
EPI378350	h3n2	A/Lisbon/47/2012	ha	Instituto Nacional De Saude	Insa National Institute Of Health Portugal	GISAID
EPI367519	h3n2	A/Vermont/6/2012	ha	Vermont Department Of Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI377499	h3n2	A/Texas/50/2012	ha	Texas Department Of State Health Services Laboratory Services	Centers For Disease Control And Prevention	GISAID
EPI397072	h3n2	A/Hawaii/22/2012	ha	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI477259	h3n2	A/Hangzhou/B319/2012	ha	Hangzhou Center For Disease Control And Prevention	Hangzhou Center For Disease Control And Prevention	GISAID
EPI388518	h3n2	A/Jiangxi-Donghu/1237/2012	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI348407	h3n2	A/Taiwan/1488/2011	ha	Center For Disease Control	National Institute Of Infectious Diseases (niid)	GISAID
EPI401229	h3n2	A/Ekaterinburg/RII06/2012	ha		Other Database Import	GISAID
EPI388460	h3n2	A/Hubei-Jiangan/192/2012	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI338350	h3n2	A/Hyogo/1068/2011	ha	Hyogo Prefectural Institute Of Public Health And Consumer Sciences	National Institute Of Infectious Diseases (niid)	GISAID
EPI394223	h3n2	A/Singapore/29/2012	ha	Ministry Of Health, Singapore	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI378279	h3n2	A/Yamagata/257/2012	ha	Yamagata Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI408588	h3n2	A/Vietnam/51/2012	ha	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI342678	h3n2	A/Stockholm/25/2011	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI507788	h3n2	A/Nagasaki/13N001/2014	ha	Niigata University	Niigata University	GISAID
EPI477265	h3n2	A/Hangzhou/B360/2012	ha	Hangzhou Center For Disease Control And Prevention	Hangzhou Center For Disease Control And Prevention	GISAID
EPI394152	h3n2	A/Christchurch/516/2012	ha	Canterbury Health Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI684784	h3n2	A/Thailand/CU-B7235/2012	ha		Other Database Import	GISAID
EPI467736	h3n2	A/Beijing/29/2012	ha		Other Database Import	GISAID
EPI684792	h3n2	A/Thailand/CU-B7646/2013	ha		Other Database Import	GISAID
EPI408105	h3n2	A/Denmark/68/2012	ha	Statens Serum Institute	National Institute For Medical Research	GISAID
EPI450496	h3n2	A/Brisbane/3/2013	ha	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI598830	h3n2	A/Beijing/40430/2012	ha		Other Database Import	GISAID
EPI394961	h3n2	A/Kumamoto-C/14/2012	ha	Kumamoto City Environmental  Research Center	National Institute Of Infectious Diseases (niid)	GISAID
EPI418122	h3n2	A/Beijing-Xicheng/12423/2012	ha	Who Chinese National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI527682	h3n2	A/Delhi/1720/2013	ha		Other Database Import	GISAID
EPI466796	h3n2	A/Norway/2255/2013	ha	Who National Influenza Centre	National Institute For Medical Research	GISAID
EPI460792	h3n2	A/Hawaii/2/2013	ha	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI485878	h3n2	A/Kagawa/6/2013	ha	Kagawa Prefectural Research Institute For Environmental Sciences And Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI467940	h3n2	A/Kenya/255/2013	ha		Other Database Import	GISAID
EPI574678	h3n2	A/Zambia/6-037/2014	ha	University Teaching Hospital	National Institute For Medical Research	GISAID
EPI477434	h3n2	A/Brazil/3459/2013	ha	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI543543	h3n2	A/RiodeJaneiro/34/2014	ha	Laboratorio Central Do Estado Do Rio De Janeiro   Lacen/rj   Noel Nutels	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI548942	h3n2	A/Brazil/769/2014	ha	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI476771	h3n2	A/Jiangxi-Yushui/1220/2013	ha	Who Chinese National Influenza Center	National Institute For Medical Research	GISAID
EPI537856	h3n2	A/Kenya/111/2014	ha	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI484987	h3n2	A/Norway/2916/2013	ha	Drammen Hospital / Vestreviken Hf, Department For Medical Microbiology Section Drammen 	Norwegian Institute Of Public Health	GISAID
EPI506725	h3n2	A/Hangzhou/A158/2013	ha	Hangzhou Center For Disease Control And Prevention	Hangzhou Center For Disease Control And Prevention	GISAID
EPI1034436	h3n2	A/Guangdong/114/2013	ha		Other Database Import	GISAID
EPI506893	h3n2	A/Hangzhou/B709/2013	ha	Hangzhou Center For Disease Control And Prevention	Hangzhou Center For Disease Control And Prevention	GISAID
EPI529557	h3n2	A/Sydney/83/2013	ha	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI565393	h3n2	A/Venezuela/7/2014	ha	"Instituto Nacional De Higiene ""rafael Rangel"""	Centers For Disease Control And Prevention	GISAID
EPI541157	h3n2	A/Southaustralia/16/2014	ha	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI407146	h3n2	A/Yamaguchi/31/2012	ha	Yamaguchi Prefectural Institute Of Public Health And Environment	National Institute Of Infectious Diseases (niid)	GISAID
EPI506749	h3n2	A/Hangzhou/A511/2013	ha	Hangzhou Center For Disease Control And Prevention	Hangzhou Center For Disease Control And Prevention	GISAID
EPI533115	h3n2	A/Pennsylvania/CHOP8/2013	ha		Other Database Import	GISAID
EPI445821	h3n2	A/Yamaguchi/31/2013	ha	Yamaguchi Prefectural Institute Of Public Health And Environment	National Institute Of Infectious Diseases (niid)	GISAID
EPI497554	h3n2	A/Aichi/119/2013	ha	Aichi Prefectural Institute Of Public Health	Aichi Prefectural Institute Of Public Health	GISAID
EPI598859	h3n2	A/Beijing/53470/2014	ha		Other Database Import	GISAID
EPI457310	h3n2	A/Novosibirsk/RII78/2012	ha	Who National Influenza Centre Russian Federation	Who National Influenza Centre Russian Federation	GISAID
EPI487694	h3n2	A/Mauritius/167/2013	ha	Central Health Laboratory	National Institute For Medical Research	GISAID
EPI508648	h3n2	A/Santiago/82830/2013	ha	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI467253	h3n2	A/Santiago/35652/2013	ha	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI531716	h3n2	A/Pakistan/499/2013	ha	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI475366	h3n2	A/Aichi/116/2013	ha	Aichi Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI543558	h3n2	A/Parana/88/2014	ha	Laboratório Central Do Estado Do Paraná   Lacen/pr	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI509983	h3n2	A/Brazil/4964/2013	ha	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI498375	h3n2	A/Ghana/DILI-13-758/2013	ha	University Of Ghana	National Institute For Medical Research	GISAID
EPI515173	h3n2	A/CoteDIvoire/2038/2013	ha	Pasteur Institut Of Côte D'ivoire	National Institute For Medical Research	GISAID
EPI562160	h3n2	A/Jambyl/291/2014	ha	Csee	Centre Sanitary Epidemiological Expertise In Astana	GISAID
EPI507863	h3n2	A/CoteDIvoire/2202/2013	ha	Pasteur Institut Of Côte D'ivoire	National Institute For Medical Research	GISAID
EPI467050	h3n2	A/Taiwan/741/2013	ha	Center For Disease Control	National Institute Of Infectious Diseases (niid)	GISAID
EPI589783	h3n2	A/Madagascar/493/2014	ha	Institut Pasteur De Madagascar	Crick Worldwide Influenza Centre	GISAID
EPI516929	h3n2	A/Madagascar/31/2014	ha	Institut Pasteur De Madagascar	National Institute For Medical Research	GISAID
EPI459793	h3n2	A/NewYork/6/2013	ha	New York City Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI516260	h3n2	A/Guam/3712/2013	ha		Other Database Import	GISAID
EPI477495	h3n2	A/Sydney/506/2013	ha	Prince Of Wales Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI491286	h3n2	A/Newcaledonia/1/2013	ha	Institut Pasteur New Caledonia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI537103	h3n2	A/India/5757/2014	ha	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI526795	h3n2	A/Victoria/657/2013	ha	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI533965	h3n2	A/California/NHRC423233/2014	ha		Other Database Import	GISAID
EPI537101	h3n2	A/India/5801/2014	ha	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI475339	h3n2	A/Nepal/413/2013	ha	National Public Health Laboratory	National Institute Of Infectious Diseases (niid)	GISAID
EPI541953	h3n2	A/Lao/O026/2014	ha	Ministry Of Health Laos	National Institute Of Infectious Diseases (niid)	GISAID
EPI531757	h3n2	A/Pakistan/553/2013	ha	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI564298	h3n2	A/Paraguay/3144/2014	ha	Central Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI533476	h3n2	A/FrenchGuiana/4140/2014	ha	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI536388	h3n2	A/Serbia/NS-783/2014	ha	Institute Of Public Health 	National Institute For Medical Research	GISAID
EPI503297	h3n2	A/Kazakhstan/3291/2013	ha	National Reference Laboratory	National Institute For Medical Research	GISAID
EPI506733	h3n2	A/Hangzhou/A429/2013	ha	Hangzhou Center For Disease Control And Prevention	Hangzhou Center For Disease Control And Prevention	GISAID
EPI526691	h3n2	A/Southaustralia/79/2013	ha	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI543136	h3n2	A/Norway/2006/2014	ha	Who National Influenza Centre	National Institute For Medical Research	GISAID
EPI555060	h3n2	A/LaSerena/56499/2014	ha	Instituto De Salud Publica De Chile 	Instituto De Salud Publica De Chile	GISAID
EPI560590	h3n2	A/Santiago/70123/2014	ha	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI511060	h3n2	A/Fukui/65/2013	ha	Fukui Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI551228	h3n2	A/NorthernIreland/43860188/2014	ha	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI996788	h3n2	A/PortoAlegre/LACENRS-1351/2014	ha		Other Database Import	GISAID
EPI684822	h3n2	A/Thailand/CU-B8736/2013	ha		Other Database Import	GISAID
EPI536303	h3n2	A/Belgium/14G0508/2014	ha	Scientific Institute Of Public Health	National Institute For Medical Research	GISAID
EPI539219	h3n2	A/Aichi/127/2013	ha	Aichi Prefectural Institute Of Public Health	Aichi Prefectural Institute Of Public Health	GISAID
EPI531944	h3n2	A/Rome/8/2014	ha	Università Cattolica Del Sacro Cuore	Istituto Superiore Di Sanit?	GISAID
EPI551669	h3n2	A/Srilanka/42/2014	ha	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI551896	h3n2	A/Oman/3676/2014	ha	Ministry Of Health Sultanate Of Oman	National Institute For Medical Research	GISAID
EPI612365	h3n2	A/Egypt/4870/2014	ha	U.s. Naval Medical Research Unit No.3	Centers For Disease Control And Prevention	GISAID
EPI675969	h3n2	A/Tasmania/1017/2015	ha	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1112828	h3n2	A/Scotland/64/2014	ha	Nhs Greater Glasgow And Clyde	Nhs Greater Glasgow And Clyde	GISAID
EPI624344	h3n2	A/SouthDakota/11/2015	ha	South Dakota Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI628999	h3n2	A/Norway/1824/2015	ha	Drammen Hospital / Vestreviken Hf, Department For Medical Microbiology Section Drammen 	Norwegian Institute Of Public Health	GISAID
EPI561852	h3n2	A/Victoria/4094/2014	ha	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI561849	h3n2	A/Townsville/107/2014	ha	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI533473	h3n2	A/Ontario/RV1821/2014	ha	National Microbiology Laboratory, Health Canada	Centers For Disease Control And Prevention	GISAID
EPI513295	h3n2	A/Bangladesh/8598/2013	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI574549	h3n2	A/Dakar/1/2014	ha	Institut Pasteur De Dakar	National Institute For Medical Research	GISAID
EPI541426	h3n2	A/Ghana/DARI-0104/2014	ha	University Of Ghana	National Institute For Medical Research	GISAID
EPI508257	h3n2	A/Stockholm/6/2014	ha	National Institute For Medical Research	Swedish Institute For Infectious Disease Control	GISAID
EPI551900	h3n2	A/Oman/4289/2014	ha	Ministry Of Health Sultanate Of Oman	National Institute For Medical Research	GISAID
EPI589727	h3n2	A/Hatay/2314/2014	ha	Refik Saydam National Public Health Agency	Crick Worldwide Influenza Centre	GISAID
EPI629846	h3n2	A/SriLanka/58/2014	ha	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI565851	h3n2	A/Ethiopia/546/2014	ha	Ethiopian Health And Nutrition Research Institute (ehnri)	Centers For Disease Control And Prevention	GISAID
EPI730576	h3n2	A/Alingsas/1/2015	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI604726	h3n2	A/Parma/13/2015	ha	University Of Parma	Istituto Superiore Di Sanit?	GISAID
EPI996330	h3n2	A/PortoAlegre/LACENRS-1075/2015	ha		Other Database Import	GISAID
EPI553414	h3n2	A/Singapore/OHC019/2013	ha	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI552636	h3n2	A/Tokyo/34254/2014	ha	Tokyo Metropolitan Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI715755	h3n2	A/Nepal/420/2014	ha	National Public Health Laboratory	National Institute Of Infectious Diseases (niid)	GISAID
EPI552590	h3n2	A/Lao/I666/2014	ha	Ministry Of Health Laos	National Institute Of Infectious Diseases (niid)	GISAID
EPI539182	h3n2	A/India/6216/2014	ha	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI578962	h3n2	A/Nepal/1642A/2014	ha	National Public Health Laboratory	National Institute Of Infectious Diseases (niid)	GISAID
EPI1034394	h3n2	A/Guangdong/753/2014	ha		Other Database Import	GISAID
EPI578980	h3n2	A/Lao/O499/2014	ha	Ministry Of Health Laos	National Institute Of Infectious Diseases (niid)	GISAID
EPI610565	h3n2	A/Lao/I1235/2014	ha	Ministry Of Health Laos	National Institute Of Infectious Diseases (niid)	GISAID
EPI551866	h3n2	A/HongKong/6315/2014	ha	Government Virus Unit	National Institute For Medical Research	GISAID
EPI554730	h3n2	A/Henan-Xigong/11041/2014	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
